TH;AMBITO;CODMUN;DISTRITO;SECCION;MESA;CENSO;VOTANTES;NULOS;VALIDOS;BLANCOS;VOTOS_CANDIDATOS;ABSTENCION;EAJ-PNV;PH;PCTE / ELAK;PSE-EE/PSOE;ATTKA/PACMA;PUM+J;EB-AZ;O.E.;EH BILDU;VOX;P-LIB;LxE-EaL;PODEMOS-AHALDUGU/EZKER AN;PP+Cs;L.F.F.;UCDE;EQUO BERDEAK-VERDES;RECORTES CERO-LV-M
Bizkaia;BARAKALDO;13;6;4;"	A";445;214;3;211;;211;231;82;0;1;59;3;2;1;;24;3;;0;21;14;0;;1;0
Bizkaia;BARAKALDO;13;6;4;"	B";467;212;3;209;;209;255;76;0;0;52;2;0;2;;29;3;;0;27;16;0;;2;0
Bizkaia;BARAKALDO;13;6;5;"	A";429;207;3;204;2;202;222;82;1;0;33;2;1;0;;36;5;;0;21;15;0;;6;0
Bizkaia;BARAKALDO;13;6;5;"	B";458;206;2;204;4;200;252;69;0;2;47;0;0;1;;31;6;;0;26;13;0;;2;3
Bizkaia;BARAKALDO;13;6;6;"	U";596;296;5;291;2;289;300;78;0;0;84;1;0;1;;57;5;;1;45;13;1;;2;1
Bizkaia;BARAKALDO;13;6;7;"	A";439;172;1;171;;171;267;53;0;1;40;5;0;0;;43;0;;0;25;2;0;;0;2
Bizkaia;BARAKALDO;13;6;7;"	B";495;205;3;202;2;200;290;69;1;2;58;2;1;0;;30;2;;0;25;6;0;;4;0
Bizkaia;BARAKALDO;13;6;8;"	U";756;353;3;350;2;348;403;125;1;1;104;2;0;0;;35;4;;0;42;31;1;;2;0
Bizkaia;BARAKALDO;13;6;9;"	U";780;399;1;398;1;397;381;138;2;0;109;2;0;1;;68;5;;0;45;27;0;;0;0
Bizkaia;BARAKALDO;13;6;10;"	A";513;249;3;246;3;243;264;76;0;1;57;2;0;0;;42;8;;0;32;22;0;;2;1
Bizkaia;BARAKALDO;13;6;10;"	B";514;267;3;264;;264;247;104;0;1;71;2;1;3;;28;7;;1;17;28;0;;1;0
Bizkaia;BARAKALDO;13;6;11;"	U";905;398;2;396;3;393;507;141;0;1;107;3;0;0;;56;7;;0;42;34;0;;1;1
Bizkaia;BARAKALDO;13;6;12;"	A";474;186;;186;2;184;288;54;0;0;41;1;0;0;;41;9;;0;27;5;0;;4;2
Bizkaia;BARAKALDO;13;6;12;"	B";486;168;2;166;2;164;318;51;0;2;40;1;0;0;;33;5;;0;26;6;0;;0;0
Bizkaia;BARAKALDO;13;6;13;"	U";734;305;3;302;3;299;429;112;0;0;66;5;0;1;;51;4;;0;30;23;0;;4;3
Bizkaia;BARAKALDO;13;7;1;"	A";671;307;4;303;3;300;364;130;0;1;67;2;1;0;;43;3;;0;38;14;0;;1;0
Bizkaia;BARAKALDO;13;7;1;"	B";700;310;;310;3;307;390;118;0;1;71;1;1;0;;51;3;;0;34;25;0;;2;0
Bizkaia;BARAKALDO;13;7;2;"	A";481;201;1;200;3;197;280;65;0;0;50;3;0;0;;39;6;;0;18;14;0;;2;0
Bizkaia;BARAKALDO;13;7;2;"	B";504;210;3;207;;207;294;78;0;1;41;3;0;0;;41;6;;0;23;12;0;;1;1
Bizkaia;BARAKALDO;13;7;3;"	A";841;416;4;412;2;410;425;154;0;0;106;5;2;1;;56;2;;0;52;26;0;;4;2
Bizkaia;BARAKALDO;13;7;3;"	B";882;425;5;420;;420;457;142;0;0;113;0;1;1;;70;11;;0;51;28;0;;2;1
Bizkaia;BARAKALDO;13;7;4;"	A";811;356;1;355;6;349;455;147;0;0;62;5;1;0;;66;7;;1;45;15;0;;0;0
Bizkaia;BARAKALDO;13;7;4;"	B";510;296;2;294;1;293;214;147;1;0;27;4;0;0;;66;4;;0;33;5;0;;6;0
Bizkaia;BARAKALDO;13;7;5;"	A";617;310;4;306;3;303;307;124;0;1;55;3;1;1;;47;4;;0;50;13;0;;4;0
Bizkaia;BARAKALDO;13;7;5;"	B";698;321;2;319;3;316;377;132;0;1;59;1;1;0;;59;5;;0;45;12;0;;1;0
Bizkaia;BARAKALDO;13;8;1;"	U";894;452;2;450;2;448;442;167;0;2;65;5;1;1;;120;4;;0;58;15;2;;8;0
Bizkaia;BARAKALDO;13;8;2;"	A";812;384;5;379;3;376;428;148;0;0;78;4;1;2;;78;5;;0;49;10;1;;0;0
Bizkaia;BARAKALDO;13;8;2;"	B";870;374;1;373;6;367;496;136;0;2;44;5;1;3;;91;3;;1;66;7;0;;7;1
Bizkaia;BARAKALDO;13;8;3;"	U";864;333;3;330;2;328;531;117;0;1;61;6;1;1;;83;4;;1;42;8;0;;3;0
Bizkaia;BARAKALDO;13;8;4;"	A";496;219;4;215;1;214;277;79;0;0;69;0;2;1;;26;3;;1;19;14;0;;0;0
Bizkaia;BARAKALDO;13;8;4;"	B";477;202;1;201;4;197;275;87;0;0;54;2;0;0;;18;3;;0;17;13;0;;2;1
Bizkaia;BARAKALDO;13;8;5;"	U";666;288;2;286;2;284;378;98;0;1;84;2;2;0;;41;2;;0;28;20;0;;4;2
Bizkaia;BARAKALDO;13;8;6;"	U";695;322;2;320;2;318;373;108;0;0;96;5;3;0;;49;2;;0;35;17;0;;3;0
Bizkaia;BARAKALDO;13;8;7;"	A";502;266;4;262;3;259;236;87;0;0;52;0;0;0;;46;9;;0;39;22;0;;4;0
Bizkaia;BARAKALDO;13;8;7;"	B";561;247;4;243;6;237;314;106;0;0;43;2;1;0;;39;5;;0;25;16;0;;0;0
Bizkaia;BARAKALDO;13;8;8;"	A";574;203;5;198;2;196;371;61;0;0;46;2;0;0;;39;7;;0;28;8;1;;0;4
Bizkaia;BARAKALDO;13;8;8;"	B";220;116;;116;;116;104;62;0;0;8;1;0;1;;34;1;;0;7;0;0;;2;0
Bizkaia;BARAKALDO;13;9;1;"	U";709;351;;351;7;344;358;131;0;0;79;2;0;0;;55;5;;0;38;27;0;;7;0
Bizkaia;BARAKALDO;13;9;2;"	U";758;321;2;319;7;312;437;122;0;1;75;1;1;0;;39;11;;0;31;28;1;;0;2
Bizkaia;BARAKALDO;13;9;3;"	U";779;344;2;342;3;339;435;135;0;0;67;3;0;1;;73;4;;0;30;24;0;;1;1
Bizkaia;BARAKALDO;13;9;4;"	U";868;392;2;390;3;387;476;156;0;2;90;2;0;1;;55;9;;0;41;27;0;;2;2
Bizkaia;BARAKALDO;13;9;5;"	U";798;389;10;379;5;374;409;137;1;0;92;3;1;2;;80;6;;0;38;11;1;;2;0
Bizkaia;BARAKALDO;13;9;6;"	U";508;221;2;219;3;216;287;85;0;0;57;0;0;0;;35;4;;0;28;6;0;;1;0
Bizkaia;BARAKALDO;13;9;7;"	A";661;311;4;307;2;305;350;117;1;0;94;0;0;0;;40;3;;0;31;18;0;;0;1
Bizkaia;BARAKALDO;13;9;7;"	B";705;343;6;337;2;335;362;140;0;0;80;4;0;1;;52;10;;0;27;20;0;;1;0
Bizkaia;BARAKALDO;13;9;8;"	U";845;379;1;378;3;375;466;137;0;0;76;5;1;0;;83;5;;1;44;20;0;;3;0
Bizkaia;BARAKALDO;13;9;9;"	A";492;230;1;229;4;225;262;71;0;0;62;2;0;0;;30;9;;0;34;16;0;;1;0
Bizkaia;BARAKALDO;13;9;9;"	B";504;228;1;227;6;221;276;74;1;0;60;1;2;0;;31;6;;0;34;12;0;;0;0
Bizkaia;BARAKALDO;13;9;10;"	A";477;242;;242;4;238;235;80;2;0;60;3;0;0;;36;2;;0;32;20;0;;3;0
Bizkaia;BARAKALDO;13;9;10;"	B";490;245;3;242;3;239;245;70;0;0;62;1;2;0;;40;6;;0;30;25;0;;1;2
Bizkaia;BARAKALDO;13;9;11;"	U";584;310;2;308;1;307;274;120;0;0;72;2;1;1;;57;2;;0;34;15;0;;2;1
Bizkaia;BARAKALDO;13;9;12;"	U";746;334;4;330;1;329;412;118;1;0;81;3;0;0;;51;8;;0;44;19;0;;2;2
Bizkaia;BARRIKA;14;1;1;"	A";641;354;2;352;3;349;287;153;0;0;20;1;2;0;;127;1;;0;18;18;0;;9;0
Bizkaia;BARRIKA;14;1;1;"	B";599;334;4;330;3;327;265;152;0;0;35;2;0;0;;84;2;;0;26;21;0;;5;0
Bizkaia;BASAURI;15;1;1;"	A";491;248;6;242;1;241;243;105;1;0;38;1;0;0;;42;5;;0;38;9;0;;2;0
Bizkaia;BASAURI;15;1;1;"	B";458;238;1;237;1;236;220;98;1;0;38;2;1;0;;52;5;;1;24;11;0;;3;0
Bizkaia;BASAURI;15;1;2;"	U";812;334;10;324;2;322;478;124;1;0;72;4;0;0;;49;6;;0;46;16;1;;1;2
Bizkaia;BASAURI;15;1;3;"	U";702;379;6;373;4;369;323;154;0;0;55;4;0;0;;79;9;;1;39;22;0;;6;0
Bizkaia;BASAURI;15;1;4;"	U";766;362;1;361;2;359;404;162;0;0;66;0;0;0;;64;7;;0;31;24;0;;4;1
Bizkaia;BASAURI;15;1;5;"	U";820;335;2;333;4;329;485;142;0;0;81;1;1;1;;38;9;;0;26;29;0;;1;0
Bizkaia;BASAURI;15;1;6;"	A";511;217;2;215;1;214;294;96;0;2;33;1;1;1;;29;5;;0;26;13;0;;7;0
Bizkaia;BASAURI;15;1;6;"	B";516;223;4;219;2;217;293;84;3;1;47;2;1;2;;27;11;;0;18;20;0;;1;0
Bizkaia;BASAURI;15;1;7;"	U";700;269;1;268;;268;431;92;0;3;63;4;0;0;;40;11;;0;30;24;0;;1;0
Bizkaia;BASAURI;15;1;8;"	A";521;226;6;220;1;219;295;76;1;0;59;2;1;0;;31;6;;0;26;15;0;;2;0
Bizkaia;BASAURI;15;1;8;"	B";500;227;3;224;1;223;273;89;0;0;61;2;0;0;;31;5;;0;19;14;0;;2;0
Bizkaia;BASAURI;15;1;9;"	A";585;215;1;214;3;211;370;95;0;0;57;3;0;0;;24;3;;0;19;10;0;;0;0
Bizkaia;BASAURI;15;1;9;"	B";628;266;2;264;2;262;362;101;3;0;56;4;0;0;;44;7;;0;22;23;0;;2;0
Bizkaia;BASAURI;15;1;10;"	A";683;288;2;286;9;277;395;96;0;1;70;0;0;0;;51;9;;2;29;19;0;;0;0
Bizkaia;BASAURI;15;1;10;"	B";646;273;3;270;3;267;373;101;0;0;62;4;1;1;;44;4;;0;31;17;0;;1;1
Bizkaia;BASAURI;15;1;11;"	A";509;196;6;190;4;186;313;66;0;1;69;3;0;0;;27;2;;0;9;9;0;;0;0
Bizkaia;BASAURI;15;1;11;"	B";522;207;2;205;4;201;315;66;0;0;76;0;0;0;;26;3;;0;16;14;0;;0;0
Bizkaia;BASAURI;15;1;12;"	U";774;399;4;395;4;391;375;163;0;0;60;1;0;1;;95;4;;1;38;23;0;;5;0
Bizkaia;BASAURI;15;2;2;"	A";634;335;5;330;3;327;299;156;1;0;39;1;0;1;;75;5;;0;21;24;0;;3;1
Bizkaia;BASAURI;15;2;2;"	B";553;294;3;291;4;287;259;132;1;1;26;1;0;0;;54;10;;0;44;14;0;;3;1
Bizkaia;BASAURI;15;2;3;"	U";784;470;6;464;2;462;314;253;0;0;55;1;0;0;;90;6;;0;25;28;0;;3;1
Bizkaia;BASAURI;15;2;4;"	U";821;381;4;377;4;373;440;152;0;0;76;1;0;0;;78;8;;0;36;21;0;;1;0
Bizkaia;BASAURI;15;2;5;"	U";730;352;4;348;2;346;378;156;0;0;43;0;1;0;;76;4;;0;42;21;0;;3;0
Bizkaia;BASAURI;15;2;6;"	U";672;322;8;314;4;310;350;108;0;1;84;1;0;1;;49;10;;0;25;28;0;;3;0
Bizkaia;BASAURI;15;2;7;"	U";707;358;7;351;4;347;349;141;1;0;65;0;0;0;;81;3;;1;34;17;0;;4;0
Bizkaia;BASAURI;15;2;8;"	U";582;296;;296;4;292;286;134;0;1;49;3;0;0;;62;5;;0;23;14;0;;1;0
Bizkaia;BASAURI;15;2;9;"	U";532;279;2;277;5;272;253;107;0;1;53;1;1;0;;60;1;;0;26;18;0;;1;3
Bizkaia;BASAURI;15;2;10;"	A";589;314;2;312;3;309;275;125;1;0;55;4;0;2;;68;4;;0;24;22;0;;4;0
Bizkaia;BASAURI;15;2;10;"	B";667;341;;341;5;336;326;123;1;0;76;0;0;0;;57;5;;0;43;29;0;;1;1
Bizkaia;BASAURI;15;2;11;"	U";600;277;;277;3;274;323;112;0;0;46;0;0;0;;64;3;;1;33;13;0;;1;1
Bizkaia;BASAURI;15;2;12;"	U";813;411;2;409;3;406;402;212;0;1;73;3;0;2;;60;6;;0;29;17;1;;2;0
Bizkaia;BASAURI;15;2;13;"	A";678;319;1;318;2;316;359;111;0;1;61;2;1;3;;75;6;;0;35;18;0;;3;0
Bizkaia;BASAURI;15;2;13;"	B";649;287;1;286;1;285;362;123;0;0;60;0;1;0;;54;1;;0;31;14;0;;1;0
Bizkaia;BASAURI;15;2;14;"	U";669;338;1;337;3;334;331;132;0;0;63;2;0;1;;85;7;;0;25;15;0;;4;0
Bizkaia;BASAURI;15;2;15;"	U";826;438;3;435;4;431;388;192;0;2;97;1;0;0;;66;3;;0;31;38;0;;1;0
Bizkaia;BASAURI;15;2;16;"	A";743;368;6;362;8;354;375;142;0;1;58;2;2;1;;65;8;;1;54;17;0;;3;0
Bizkaia;BASAURI;15;2;16;"	B";626;331;7;324;1;323;295;106;0;1;74;10;0;0;;59;7;;0;44;18;0;;4;0
Bizkaia;BASAURI;15;2;17;"	U";512;292;3;289;4;285;220;158;1;0;23;1;0;0;;55;5;;0;15;25;0;;2;0
Bizkaia;BASAURI;15;2;18;"	U";514;272;2;270;2;268;242;92;0;0;81;5;0;1;;49;3;;0;25;10;0;;2;0
Bizkaia;BASAURI;15;3;1;"	A";571;275;2;273;;273;296;120;1;2;57;3;0;0;;39;2;;0;29;19;0;;1;0
Bizkaia;BASAURI;15;3;1;"	B";486;235;1;234;3;231;251;92;0;0;73;1;0;0;;27;4;;0;20;14;0;;0;0
Bizkaia;BASAURI;15;3;2;"	A";475;212;5;207;1;206;263;82;2;0;55;2;0;0;;31;4;;1;19;9;0;;1;0
Bizkaia;BASAURI;15;3;2;"	B";500;234;;234;1;233;266;92;1;0;60;0;0;0;;36;2;;0;24;16;0;;2;0
Bizkaia;BASAURI;15;3;3;"	U";857;426;5;421;3;418;431;172;0;0;68;2;1;0;;89;10;;2;51;20;0;;3;0
Bizkaia;BASAURI;15;4;1;"	U";576;246;2;244;;244;330;108;0;2;37;5;0;22;;44;0;;1;5;19;0;;1;0
Bizkaia;BASAURI;15;4;2;"	A";536;278;1;277;5;272;258;102;0;1;63;0;0;0;;55;2;;0;27;20;0;;1;1
Bizkaia;BASAURI;15;4;2;"	B";534;276;;276;2;274;258;110;0;1;73;2;1;0;;39;5;;0;29;12;0;;2;0
Bizkaia;BASAURI;15;5;1;"	U";832;452;4;448;4;444;380;208;0;3;46;5;0;2;;125;2;;0;32;11;1;;8;1
Bizkaia;BASAURI;15;5;2;"	U";863;455;2;453;2;451;408;171;1;0;81;4;1;1;;100;4;;0;63;20;0;;3;2
Bizkaia;BASAURI;15;5;3;"	U";874;415;5;410;6;404;459;136;0;2;68;2;0;1;;113;6;;0;54;17;0;;5;0
Bizkaia;BASAURI;15;5;4;"	A";471;265;1;264;3;261;206;99;0;0;46;2;0;1;;64;0;;0;37;8;1;;3;0
Bizkaia;BASAURI;15;5;4;"	B";440;239;2;237;1;236;201;93;0;0;45;2;0;0;;54;1;;0;33;4;1;;3;0
Bizkaia;BEDIA;92;1;1;"	U";858;508;3;505;9;496;350;277;0;0;19;1;0;1;;153;5;;0;29;10;0;;1;0
Bizkaia;BERANGO;16;1;1;"	A";544;310;2;308;3;305;234;120;1;2;39;4;0;2;;87;5;;0;21;17;0;;6;1
Bizkaia;BERANGO;16;1;1;"	B";514;301;3;298;2;296;213;112;0;0;32;3;0;0;;99;5;;0;17;19;0;;9;0
Bizkaia;BERANGO;16;1;2;"	A";556;344;2;342;4;338;212;162;0;0;25;3;0;0;;92;7;;0;24;21;0;;4;0
Bizkaia;BERANGO;16;1;2;"	B";538;345;4;341;6;335;193;158;0;0;28;2;0;0;;79;8;;0;33;24;0;;3;0
Bizkaia;BERANGO;16;1;3;"	A";672;394;3;391;5;386;278;180;0;0;44;2;1;2;;75;9;;0;26;40;0;;7;0
Bizkaia;BERANGO;16;1;3;"	B";685;418;2;416;6;410;267;169;0;0;45;4;0;0;;95;9;;0;35;45;0;;7;1
Bizkaia;BERANGO;16;1;4;"	A";540;281;5;276;12;264;259;136;0;0;30;0;0;2;;53;6;;0;13;21;0;;3;0
Bizkaia;BERANGO;16;1;4;"	B";495;255;2;253;3;250;240;118;0;1;19;1;0;0;;69;9;;1;14;16;0;;2;0
Bizkaia;BERANGO;16;1;5;"	A";449;228;3;225;4;221;221;85;0;0;29;3;0;2;;65;6;;0;15;15;0;;1;0
Bizkaia;BERANGO;16;1;5;"	B";542;288;;288;1;287;254;134;0;0;38;1;1;1;;66;4;;0;28;9;0;;5;0
Bizkaia;BERMEO;17;1;1;"	A";586;320;3;317;1;316;266;150;0;0;10;1;0;3;;138;0;;0;6;4;0;;4;0
Bizkaia;BERMEO;17;1;1;"	B";432;207;1;206;2;204;225;102;1;0;15;0;0;0;;76;1;;0;7;1;0;;1;0
Bizkaia;BERMEO;17;1;2;"	U";579;291;4;287;;287;288;151;0;0;10;7;0;0;;100;0;;0;16;1;1;;1;0
Bizkaia;BERMEO;17;1;3;"	A";481;261;3;258;1;257;220;131;0;0;4;0;0;0;;103;3;;0;11;2;0;;3;0
Bizkaia;BERMEO;17;1;3;"	B";453;251;2;249;2;247;202;119;0;0;9;0;0;0;;99;0;;0;16;2;0;;1;1
Bizkaia;BERMEO;17;2;1;"	A";550;331;3;328;2;326;219;205;0;0;12;1;0;0;;93;2;;0;11;1;0;;1;0
Bizkaia;BERMEO;17;2;1;"	B";412;228;;228;3;225;184;115;0;0;7;1;0;0;;91;0;;0;8;2;1;;0;0
Bizkaia;BERMEO;17;2;2;"	A";791;450;;450;1;449;341;245;0;0;9;2;0;1;;160;4;;0;17;5;0;;5;1
Bizkaia;BERMEO;17;2;2;"	B";740;388;1;387;3;384;352;201;0;0;21;2;0;3;;136;4;;0;13;0;0;;4;0
Bizkaia;BERMEO;17;2;3;"	A";653;356;;356;4;352;297;203;0;1;13;1;0;0;;115;1;;0;12;3;1;;2;0
Bizkaia;BERMEO;17;2;3;"	B";617;325;1;324;4;320;292;167;0;0;13;0;0;0;;117;2;;0;18;2;0;;1;0
Bizkaia;BERMEO;17;2;4;"	U";851;437;;437;5;432;414;276;1;0;18;0;0;1;;104;3;;0;25;3;0;;1;0
Bizkaia;BERMEO;17;2;5;"	U";715;375;;375;2;373;340;209;0;1;28;0;1;0;;100;3;;0;27;4;0;;0;0
Bizkaia;BERMEO;17;2;6;"	U";639;390;;390;1;389;249;254;0;0;5;0;0;0;;113;1;;0;12;1;0;;3;0
Bizkaia;BERMEO;17;3;1;"	U";838;449;4;445;2;443;389;213;0;0;15;0;1;0;;173;1;;0;31;5;0;;3;1
Bizkaia;BERMEO;17;3;2;"	A";635;389;1;388;2;386;246;203;0;0;11;3;0;0;;141;1;;0;20;3;0;;3;1
Bizkaia;BERMEO;17;3;2;"	B";546;314;1;313;1;312;232;156;0;0;12;1;0;0;;119;0;;0;21;0;0;;2;1
Bizkaia;BERMEO;17;3;2;"	C";515;302;1;301;3;298;213;148;0;0;12;0;0;0;;122;0;;0;13;1;0;;1;1
Bizkaia;BERMEO;17;3;3;"	A";804;532;2;530;3;527;272;328;0;0;12;0;0;0;;174;2;;0;6;4;0;;1;0
Bizkaia;BERMEO;17;3;3;"	B";634;421;2;419;;419;213;255;0;0;11;0;0;0;;138;1;;0;6;8;0;;0;0
Bizkaia;BERMEO;17;3;4;"	U";653;339;6;333;2;331;314;184;0;0;15;2;0;1;;105;1;;0;15;5;0;;0;3
Bizkaia;BERRIATUA;18;1;1;"	U";852;507;1;506;3;503;345;246;1;0;7;2;0;0;;237;0;;0;7;1;0;;2;0
Bizkaia;BERRIZ;19;1;1;"	A";412;220;2;218;3;215;192;91;0;0;28;0;0;0;;68;0;;0;19;6;0;;3;0
Bizkaia;BERRIZ;19;1;1;"	B";383;209;2;207;3;204;174;72;0;0;34;3;0;0;;63;3;;0;16;12;0;;1;0
Bizkaia;BERRIZ;19;1;2;"	U";645;400;4;396;4;392;245;158;0;1;9;0;0;0;;181;3;;0;26;9;0;;4;1
Bizkaia;BERRIZ;19;1;3;"	A";544;318;8;310;3;307;226;117;0;1;47;0;0;1;;84;1;;0;39;11;0;;6;0
Bizkaia;BERRIZ;19;1;3;"	B";483;262;4;258;3;255;221;100;0;0;31;2;0;3;;79;3;;0;29;7;0;;1;0
Bizkaia;BERRIZ;19;1;4;"	A";497;295;1;294;2;292;202;105;1;0;40;2;0;1;;102;3;;0;25;4;0;;8;1
Bizkaia;BERRIZ;19;1;4;"	B";458;277;1;276;5;271;181;112;0;0;48;0;0;0;;72;5;;0;19;11;0;;3;1
Bizkaia;BILBAO;20;1;2;"	U";934;501;3;498;8;490;433;212;0;0;69;6;1;0;;100;13;;0;41;34;0;;12;2
Bizkaia;BILBAO;20;1;3;"	U";601;325;;325;2;323;276;134;0;0;41;0;0;4;;66;7;;1;35;22;0;;12;1
Bizkaia;BILBAO;20;1;5;"	U";989;494;2;492;7;485;495;186;0;1;57;2;1;0;;114;13;;0;67;39;0;;5;0
Bizkaia;BILBAO;20;1;6;"	U";1139;527;2;525;9;516;612;204;2;1;99;8;0;2;;90;20;;0;49;37;0;;4;0
Bizkaia;BILBAO;20;1;7;"	U";692;362;1;361;;361;330;133;1;1;79;2;2;2;;59;12;;0;35;26;0;;8;1
Bizkaia;BILBAO;20;1;8;"	U";532;273;1;272;1;271;259;118;0;0;30;2;0;2;;51;7;;1;37;15;0;;5;3
Bizkaia;BILBAO;20;1;9;"	U";916;439;1;438;4;434;477;171;0;0;70;1;2;0;;88;7;;0;48;34;2;;8;3
Bizkaia;BILBAO;20;1;10;"	A";638;359;3;356;1;355;279;156;0;1;55;2;2;2;;51;15;;1;36;23;0;;11;0
Bizkaia;BILBAO;20;1;10;"	B";705;384;3;381;2;379;321;168;1;1;66;0;1;4;;63;6;;0;24;32;0;;13;0
Bizkaia;BILBAO;20;1;11;"	U";723;359;2;357;3;354;364;150;1;1;55;1;2;1;;67;7;;0;40;24;0;;2;3
Bizkaia;BILBAO;20;1;12;"	U";587;315;1;314;7;307;272;149;0;1;41;1;0;1;;56;5;;0;28;21;0;;4;0
Bizkaia;BILBAO;20;1;13;"	U";868;414;5;409;3;406;454;164;0;0;50;3;2;2;;93;10;;0;58;14;0;;10;0
Bizkaia;BILBAO;20;1;15;"	U";534;236;;236;3;233;298;90;0;0;36;3;1;0;;48;2;;1;39;10;0;;3;0
Bizkaia;BILBAO;20;1;16;"	A";598;317;4;313;4;309;281;148;0;0;47;7;0;0;;48;7;;0;24;24;0;;4;0
Bizkaia;BILBAO;20;1;16;"	B";628;338;1;337;1;336;290;156;0;0;71;1;0;2;;42;6;;0;20;33;0;;5;0
Bizkaia;BILBAO;20;1;17;"	U";915;432;1;431;2;429;483;180;0;2;72;3;3;0;;54;14;;0;43;45;0;;12;1
Bizkaia;BILBAO;20;1;18;"	U";1070;522;3;519;6;513;548;229;0;1;68;6;3;1;;88;9;;0;49;49;0;;10;0
Bizkaia;BILBAO;20;1;19;"	U";852;387;2;385;3;382;465;174;0;0;64;3;0;0;;70;7;;0;27;30;0;;7;0
Bizkaia;BILBAO;20;1;20;"	U";1102;582;2;580;1;579;520;251;1;0;95;1;1;2;;94;14;;0;56;49;1;;14;0
Bizkaia;BILBAO;20;1;21;"	U";763;347;1;346;1;345;416;131;0;0;70;1;1;0;;59;12;;2;42;17;0;;9;1
Bizkaia;BILBAO;20;1;22;"	A";642;341;3;338;4;334;301;141;1;0;48;1;1;0;;62;8;;0;34;33;0;;5;0
Bizkaia;BILBAO;20;1;22;"	B";625;308;;308;10;298;317;138;0;0;48;2;1;0;;42;1;;0;34;26;0;;6;0
Bizkaia;BILBAO;20;1;23;"	A";647;336;2;334;5;329;311;147;1;0;51;1;2;2;;50;10;;0;29;30;0;;6;0
Bizkaia;BILBAO;20;1;23;"	B";650;350;1;349;4;345;300;139;0;0;62;2;0;1;;57;12;;0;27;33;0;;12;0
Bizkaia;BILBAO;20;1;25;"	A";592;367;2;365;3;362;225;194;0;0;42;1;0;0;;61;8;;0;18;34;1;;3;0
Bizkaia;BILBAO;20;1;25;"	B";635;350;1;349;6;343;285;170;1;0;47;1;1;0;;42;13;;0;18;45;0;;5;0
Bizkaia;BILBAO;20;1;26;"	A";701;368;2;366;2;364;333;152;0;0;57;5;0;1;;73;6;;0;34;26;2;;7;1
Bizkaia;BILBAO;20;1;26;"	B";698;376;2;374;4;370;322;169;0;0;60;0;1;0;;57;4;;0;42;22;0;;14;1
Bizkaia;BILBAO;20;1;27;"	U";1068;522;3;519;8;511;546;163;0;1;121;6;1;2;;76;20;;0;64;45;0;;12;0
Bizkaia;BILBAO;20;1;28;"	U";982;460;6;454;7;447;522;126;1;2;127;7;1;2;;78;9;;0;65;22;0;;7;0
Bizkaia;BILBAO;20;1;29;"	A";603;262;1;261;;261;341;82;0;0;61;0;0;0;;56;3;;1;33;20;2;;3;0
Bizkaia;BILBAO;20;1;29;"	B";590;260;3;257;3;254;330;78;0;2;58;1;0;2;;60;5;;1;31;16;0;;0;0
Bizkaia;BILBAO;20;1;30;"	A";620;340;;340;1;339;280;152;1;0;46;1;0;1;;74;12;;1;18;29;0;;3;1
Bizkaia;BILBAO;20;1;30;"	B";636;368;1;367;3;364;268;172;1;0;37;1;0;0;;70;10;;0;32;31;2;;8;0
Bizkaia;BILBAO;20;1;31;"	U";970;515;4;511;7;504;455;215;0;0;74;1;0;1;;112;10;;0;48;39;0;;4;0
Bizkaia;BILBAO;20;1;32;"	U";1149;639;4;635;4;631;510;302;0;1;70;3;0;1;;117;10;;1;60;61;1;;3;1
Bizkaia;BILBAO;20;1;33;"	U";644;390;2;388;6;382;254;160;0;1;45;1;0;2;;84;7;;0;33;37;0;;12;0
Bizkaia;BILBAO;20;1;34;"	U";529;303;2;301;3;298;226;147;0;0;33;3;0;0;;63;6;;0;11;25;0;;10;0
Bizkaia;BILBAO;20;1;35;"	U";582;287;1;286;;286;295;126;0;0;46;2;0;4;;56;3;;1;25;20;0;;3;0
Bizkaia;BILBAO;20;1;36;"	U";565;266;1;265;5;260;299;108;0;1;36;1;0;1;;75;5;;0;22;9;1;;0;1
Bizkaia;BILBAO;20;1;37;"	U";597;325;1;324;5;319;272;155;0;3;33;0;2;1;;61;3;;0;19;36;0;;5;1
Bizkaia;BILBAO;20;1;38;"	A";1049;642;5;637;1;636;407;334;0;0;92;1;0;2;;85;15;;0;43;49;0;;15;0
Bizkaia;BILBAO;20;1;38;"	B";318;174;1;173;3;170;144;34;0;0;9;1;0;1;;95;4;;0;15;3;0;;7;1
Bizkaia;BILBAO;20;1;39;"	U";703;391;3;388;8;380;312;193;1;0;46;0;0;0;;63;13;;0;22;37;1;;3;1
Bizkaia;BILBAO;20;1;40;"	U";590;322;1;321;5;316;268;166;1;1;34;1;0;0;;43;9;;0;18;38;1;;2;2
Bizkaia;BILBAO;20;1;41;"	U";838;434;1;433;3;430;404;197;0;0;54;4;0;0;;99;16;;0;23;32;0;;4;1
Bizkaia;BILBAO;20;1;42;"	A";792;480;;480;3;477;312;224;0;0;56;3;0;0;;93;14;;0;26;53;0;;7;1
Bizkaia;BILBAO;20;1;42;"	B";744;430;3;427;;427;314;208;0;1;64;4;0;0;;63;11;;1;32;41;0;;2;0
Bizkaia;BILBAO;20;1;43;"	U";706;401;5;396;2;394;305;212;0;0;33;2;1;0;;60;7;;0;20;44;1;;13;1
