TH;AMBITO;CODMUN;DISTRITO;SECCION;MESA;CENSO;VOTANTES;NULOS;VALIDOS;BLANCOS;VOTOS_CANDIDATOS;ABSTENCION;EAJ-PNV;PH;PCTE / ELAK;PSE-EE/PSOE;ATTKA/PACMA;PUM+J;EB-AZ;O.E.;EH BILDU;VOX;P-LIB;LxE-EaL;PODEMOS-AHALDUGU/EZKER AN;PP+Cs;L.F.F.;UCDE;EQUO BERDEAK-VERDES;RECORTES CERO-LV-M
Bizkaia;GALDAKAO;36;1;12;"	A";662;411;1;410;1;409;251;178;0;0;48;1;0;3;;126;4;;0;32;12;0;;5;0
Bizkaia;GALDAKAO;36;1;12;"	B";514;297;;297;1;296;217;130;1;0;37;3;0;0;;72;0;;0;37;14;1;;1;0
Bizkaia;GALDAKAO;36;1;13;"	U";733;390;5;385;2;383;343;179;0;0;29;2;0;0;;133;6;;0;15;16;0;;2;1
Bizkaia;GALDAKAO;36;1;14;"	A";597;352;3;349;;349;245;159;0;1;31;1;0;1;;110;9;;0;17;18;0;;1;1
Bizkaia;GALDAKAO;36;1;14;"	B";577;304;3;301;2;299;273;115;1;0;28;1;1;1;;90;5;;0;31;20;0;;6;0
Bizkaia;GALDAKAO;36;1;15;"	A";476;238;3;235;4;231;238;99;0;3;37;1;0;0;;56;0;;0;24;8;0;;3;0
Bizkaia;GALDAKAO;36;1;15;"	B";414;205;6;199;1;198;209;85;0;0;35;0;0;0;;45;4;;0;23;4;0;;2;0
Bizkaia;GALDAKAO;36;1;16;"	U";659;374;6;368;1;367;285;166;0;0;35;2;0;1;;107;9;;0;23;18;0;;5;1
Bizkaia;GALDAKAO;36;1;17;"	U";661;404;4;400;3;397;257;172;0;0;33;1;1;1;;139;5;;0;24;18;0;;2;1
Bizkaia;GALDAKAO;36;1;18;"	A";517;286;1;285;7;278;231;117;0;0;27;3;0;0;;89;6;;0;21;10;0;;4;1
Bizkaia;GALDAKAO;36;1;18;"	B";451;246;;246;1;245;205;113;0;0;37;1;0;0;;63;4;;0;19;4;0;;4;0
Bizkaia;GALDAKAO;36;2;1;"	A";682;264;6;258;3;255;418;81;0;0;38;1;2;0;;71;12;;0;30;18;0;;2;0
Bizkaia;GALDAKAO;36;2;1;"	B";724;299;3;296;3;293;425;97;1;0;53;5;0;0;;73;7;;3;36;14;1;;1;2
Bizkaia;GALDAKAO;36;3;1;"	U";556;290;2;288;2;286;266;142;0;0;15;1;0;0;;93;2;;1;18;9;0;;5;0
Bizkaia;GALDAKAO;36;4;1;"	U";833;391;9;382;2;380;442;151;2;0;35;4;0;0;;126;4;;1;40;14;0;;2;1
Bizkaia;GALDAKAO;36;4;2;"	A";701;398;3;395;;395;303;186;0;1;40;0;1;0;;130;2;;0;25;5;1;;4;0
Bizkaia;GALDAKAO;36;4;2;"	B";584;321;2;319;1;318;263;134;0;0;34;2;0;0;;111;4;;0;25;5;0;;2;1
Bizkaia;GALDAKAO;36;4;3;"	A";859;506;1;505;5;500;353;188;0;0;38;0;0;1;;211;8;;2;31;16;0;;2;3
Bizkaia;GALDAKAO;36;4;3;"	B";744;385;1;384;4;380;359;161;0;2;31;2;0;0;;131;6;;0;29;15;0;;3;0
Bizkaia;GALDAMES;37;1;1;"	A";357;215;6;209;3;206;142;102;0;0;6;0;0;1;;78;0;;0;16;2;0;;1;0
Bizkaia;GALDAMES;37;1;1;"	B";337;217;2;215;2;213;120;106;0;0;16;2;0;0;;65;5;;0;12;4;0;;2;1
Bizkaia;GAMIZ-FIKA;38;1;1;"	A";656;420;5;415;6;409;236;209;0;1;13;2;0;0;;150;1;;0;27;5;0;;1;0
Bizkaia;GAMIZ-FIKA;38;1;1;"	B";499;359;6;353;3;350;140;212;0;0;7;0;2;0;;103;0;;0;13;6;0;;6;1
Bizkaia;GARAI;39;1;1;"	U";256;209;1;208;4;204;47;105;2;0;4;0;0;0;;80;1;;0;4;5;0;;2;1
Bizkaia;GATIKA;40;1;1;"	A";762;496;4;492;4;488;266;298;0;0;12;2;1;1;;133;3;;0;26;10;0;;2;0
Bizkaia;GATIKA;40;1;1;"	B";547;335;4;331;1;330;212;171;0;0;14;1;0;0;;108;7;;0;17;9;0;;3;0
Bizkaia;GAUTEGIZ ARTEAGA;41;1;1;"	U";671;500;2;498;8;490;171;282;0;0;12;1;0;0;;156;2;;0;22;6;0;;8;1
Bizkaia;GERNIKA-LUMO;46;1;1;"	A";664;427;1;426;2;424;237;213;0;0;18;2;0;0;;152;2;;1;17;16;0;;3;0
Bizkaia;GERNIKA-LUMO;46;1;1;"	B";526;335;;335;4;331;191;168;0;0;24;0;0;1;;120;1;;0;11;5;0;;1;0
Bizkaia;GERNIKA-LUMO;46;1;2;"	U";820;547;3;544;7;537;273;321;0;0;13;1;0;2;;170;3;;0;13;8;0;;6;0
Bizkaia;GERNIKA-LUMO;46;1;3;"	A";533;355;3;352;4;348;178;186;0;0;11;0;0;2;;128;2;;0;11;6;0;;2;0
Bizkaia;GERNIKA-LUMO;46;1;3;"	B";406;253;5;248;;248;153;135;0;0;15;2;0;0;;77;0;;0;14;5;0;;0;0
Bizkaia;GERNIKA-LUMO;46;1;4;"	A";664;417;;417;2;415;247;173;0;1;32;1;0;0;;159;4;;0;27;11;0;;7;0
Bizkaia;GERNIKA-LUMO;46;1;4;"	B";526;323;11;312;5;307;203;120;0;0;30;1;1;1;;126;2;;0;18;5;0;;2;1
Bizkaia;GERNIKA-LUMO;46;1;5;"	A";563;355;2;353;3;350;208;181;0;0;10;1;0;0;;140;0;;0;15;2;0;;1;0
Bizkaia;GERNIKA-LUMO;46;1;5;"	B";463;290;3;287;2;285;173;160;0;0;10;0;0;0;;97;2;;0;11;3;0;;2;0
Bizkaia;GERNIKA-LUMO;46;1;6;"	U";893;608;1;607;7;600;285;315;0;1;25;0;1;1;;225;0;;0;21;7;0;;3;1
Bizkaia;GERNIKA-LUMO;46;1;7;"	A";805;530;6;524;1;523;275;219;0;0;40;1;0;1;;218;4;;0;18;15;0;;6;1
Bizkaia;GERNIKA-LUMO;46;1;7;"	B";681;458;3;455;4;451;223;205;0;0;36;0;0;1;;169;2;;0;18;16;0;;4;0
Bizkaia;GERNIKA-LUMO;46;1;8;"	U";673;478;5;473;2;471;195;268;0;0;10;0;1;0;;159;2;;0;21;5;0;;4;1
Bizkaia;GERNIKA-LUMO;46;1;9;"	A";635;429;5;424;5;419;206;172;0;0;33;0;0;1;;182;3;;0;18;4;0;;6;0
Bizkaia;GERNIKA-LUMO;46;1;9;"	B";554;338;2;336;8;328;216;119;0;0;23;7;0;0;;148;3;;0;18;7;0;;3;0
Bizkaia;GERNIKA-LUMO;46;2;1;"	A";811;480;7;473;2;471;331;212;0;0;28;0;0;1;;196;5;;0;15;11;0;;3;0
Bizkaia;GERNIKA-LUMO;46;2;1;"	B";629;353;2;351;;351;276;161;0;0;35;0;0;0;;121;5;;0;14;13;0;;2;0
Bizkaia;GERNIKA-LUMO;46;2;2;"	A";492;314;1;313;2;311;178;165;0;0;15;3;0;1;;111;2;;0;11;2;0;;1;0
Bizkaia;GERNIKA-LUMO;46;2;2;"	B";444;279;2;277;1;276;165;130;1;0;18;1;0;0;;111;0;;0;9;4;0;;1;1
Bizkaia;GERNIKA-LUMO;46;2;3;"	U";891;501;5;496;7;489;390;243;0;0;43;0;0;4;;151;6;;0;26;12;0;;4;0
Bizkaia;GETXO;44;1;1;"	U";855;494;8;486;5;481;361;275;0;0;49;2;0;0;;54;9;;0;23;61;0;;8;0
Bizkaia;GETXO;44;1;2;"	A";507;274;1;273;1;272;233;124;0;0;28;2;0;1;;66;5;;0;25;15;0;;6;0
Bizkaia;GETXO;44;1;2;"	B";530;271;;271;2;269;259;114;0;0;38;2;2;0;;59;2;;0;31;20;0;;1;0
Bizkaia;GETXO;44;1;3;"	A";622;384;;384;3;381;238;195;1;0;31;2;0;0;;53;17;;3;15;57;0;;6;1
Bizkaia;GETXO;44;1;3;"	B";585;337;2;335;1;334;248;145;0;0;24;2;0;2;;59;10;;1;23;67;0;;1;0
Bizkaia;GETXO;44;1;4;"	A";731;443;3;440;2;438;288;207;0;0;55;2;1;0;;88;3;;0;33;38;0;;9;2
Bizkaia;GETXO;44;1;4;"	B";738;428;4;424;6;418;310;194;0;1;64;2;0;0;;89;6;;0;36;23;0;;3;0
Bizkaia;GETXO;44;1;5;"	A";631;381;3;378;8;370;250;160;0;1;49;3;0;0;;73;5;;1;30;45;0;;3;0
Bizkaia;GETXO;44;1;5;"	B";621;366;3;363;3;360;255;152;0;0;60;4;0;0;;56;8;;1;33;41;0;;5;0
Bizkaia;GETXO;44;1;6;"	A";472;263;;263;3;260;209;118;0;0;33;3;0;1;;68;4;;0;19;9;1;;4;0
Bizkaia;GETXO;44;1;6;"	B";462;255;1;254;3;251;207;95;0;1;26;3;0;0;;81;2;;0;24;13;0;;5;1
Bizkaia;GETXO;44;1;7;"	A";639;356;4;352;5;347;283;139;0;0;65;0;0;0;;88;6;;1;29;16;0;;3;0
Bizkaia;GETXO;44;1;7;"	B";603;317;2;315;2;313;286;123;0;0;48;2;0;0;;81;4;;0;36;18;0;;1;0
Bizkaia;GETXO;44;1;8;"	A";615;396;;396;3;393;219;215;0;0;34;3;0;0;;68;7;;0;18;41;1;;6;0
Bizkaia;GETXO;44;1;8;"	B";602;364;3;361;1;360;238;193;0;1;37;3;0;2;;61;8;;0;21;28;0;;6;0
Bizkaia;GETXO;44;1;9;"	A";636;397;1;396;3;393;239;214;0;1;31;2;0;0;;86;4;;0;13;30;0;;12;0
Bizkaia;GETXO;44;1;9;"	B";671;391;;391;3;388;280;198;0;1;42;2;0;1;;83;4;;0;21;30;0;;4;2
Bizkaia;GETXO;44;1;9;"	C";536;287;1;286;3;283;249;164;0;0;33;0;0;0;;35;5;;0;13;31;0;;2;0
Bizkaia;GETXO;44;2;1;"	A";805;489;2;487;7;480;316;231;1;2;63;3;0;2;;68;11;;0;37;49;0;;12;1
Bizkaia;GETXO;44;2;1;"	B";703;400;2;398;2;396;303;209;0;0;43;2;0;1;;67;5;;0;24;35;0;;10;0
Bizkaia;GETXO;44;2;2;"	U";670;421;5;416;5;411;249;157;0;0;40;3;0;0;;84;19;;1;23;76;0;;7;1
Bizkaia;GETXO;44;2;3;"	A";637;399;2;397;4;393;238;193;0;1;19;2;0;1;;125;7;;0;21;19;0;;5;0
Bizkaia;GETXO;44;2;3;"	B";591;369;1;368;4;364;222;162;0;0;28;2;0;1;;106;5;;0;34;23;0;;3;0
Bizkaia;GETXO;44;2;4;"	U";624;394;1;393;2;391;230;188;0;0;14;4;0;0;;115;9;;0;15;39;1;;6;0
Bizkaia;GETXO;44;2;5;"	U";803;444;4;440;2;438;359;210;0;0;33;3;0;0;;116;6;;0;33;31;0;;6;0
Bizkaia;GETXO;44;2;6;"	A";570;325;5;320;2;318;245;128;0;0;34;4;0;3;;100;5;;0;24;14;0;;5;1
Bizkaia;GETXO;44;2;6;"	B";512;273;4;269;2;267;239;117;0;0;25;2;2;1;;88;2;;0;18;9;0;;3;0
Bizkaia;GETXO;44;2;7;"	A";581;289;;289;;289;292;116;0;0;37;0;0;1;;90;10;;0;20;11;0;;4;0
Bizkaia;GETXO;44;2;7;"	B";607;310;;310;3;307;297;122;0;0;32;4;0;1;;87;11;;0;22;28;0;;0;0
Bizkaia;GETXO;44;2;8;"	A";562;332;3;329;6;323;230;157;0;1;30;0;1;0;;55;5;;0;22;43;0;;9;0
Bizkaia;GETXO;44;2;8;"	B";517;293;2;291;4;287;224;120;0;2;20;4;0;1;;63;9;;0;22;37;0;;9;0
Bizkaia;GETXO;44;2;9;"	A";595;384;2;382;6;376;211;128;0;0;11;1;0;0;;16;26;;0;3;190;0;;0;1
Bizkaia;GETXO;44;2;9;"	B";461;294;3;291;5;286;167;103;0;0;18;3;0;0;;8;14;;0;5;131;0;;4;0
Bizkaia;GETXO;44;2;10;"	A";669;366;3;363;3;360;303;103;0;0;14;2;0;2;;23;26;;0;10;178;0;;2;0
Bizkaia;GETXO;44;2;10;"	B";559;314;1;313;2;311;245;84;0;0;16;2;0;0;;16;25;;1;11;151;0;;4;1
Bizkaia;GETXO;44;2;11;"	A";502;260;1;259;4;255;242;111;1;0;21;1;1;1;;75;2;;0;31;8;0;;3;0
Bizkaia;GETXO;44;2;11;"	B";492;253;3;250;1;249;239;106;0;0;22;2;1;1;;77;2;;1;17;14;0;;6;0
Bizkaia;GETXO;44;2;12;"	A";587;342;1;341;4;337;245;130;0;1;54;2;0;2;;92;7;;0;22;16;0;;9;2
Bizkaia;GETXO;44;2;12;"	B";516;288;;288;2;286;228;134;0;0;21;0;0;0;;69;4;;0;36;18;0;;4;0
Bizkaia;GETXO;44;2;13;"	A";618;311;1;310;3;307;307;133;0;0;35;2;0;1;;83;7;;0;14;27;0;;5;0
Bizkaia;GETXO;44;2;13;"	B";565;311;3;308;5;303;254;131;0;0;51;1;0;5;;53;7;;0;29;23;0;;3;0
Bizkaia;GETXO;44;2;14;"	U";874;538;4;534;;534;336;221;0;1;48;2;0;1;;168;9;;0;35;36;0;;12;1
Bizkaia;GETXO;44;2;15;"	A";504;301;1;300;1;299;203;128;0;2;22;0;0;0;;26;17;;1;6;91;0;;6;0
Bizkaia;GETXO;44;2;15;"	B";531;296;1;295;3;292;235;107;0;0;28;0;0;1;;28;16;;2;10;94;0;;6;0
Bizkaia;GETXO;44;2;16;"	U";758;426;1;425;3;422;332;211;0;0;38;2;0;1;;86;9;;1;18;50;0;;6;0
Bizkaia;GETXO;44;2;17;"	U";761;412;8;404;5;399;349;200;0;1;40;4;0;0;;98;2;;0;25;22;0;;6;1
Bizkaia;GETXO;44;2;18;"	U";737;405;1;404;2;402;332;172;0;0;45;3;0;1;;94;4;;0;49;33;0;;1;0
Bizkaia;GETXO;44;2;19;"	A";779;414;7;407;6;401;365;187;0;0;43;2;1;1;;56;13;;4;23;62;0;;6;3
Bizkaia;GETXO;44;2;19;"	B";658;350;8;342;4;338;308;138;0;0;36;2;0;1;;61;15;;1;21;59;0;;3;1
Bizkaia;GETXO;44;2;20;"	A";604;282;;282;1;281;322;110;0;0;35;4;0;1;;79;5;;0;28;16;0;;3;0
Bizkaia;GETXO;44;2;20;"	B";541;252;;252;5;247;289;103;0;0;33;4;0;1;;66;5;;0;20;13;0;;2;0
Bizkaia;GETXO;44;2;21;"	A";547;341;1;340;4;336;206;172;0;0;38;0;0;3;;58;3;;0;11;42;0;;9;0
Bizkaia;GETXO;44;2;21;"	B";509;321;;321;2;319;188;139;0;1;42;1;0;0;;67;6;;0;14;43;0;;6;0
Bizkaia;GETXO;44;2;22;"	A";543;334;1;333;1;332;209;163;0;1;28;0;0;3;;85;6;;0;15;27;0;;3;1
Bizkaia;GETXO;44;2;22;"	B";510;313;1;312;2;310;197;156;0;1;40;2;0;0;;56;6;;0;16;28;0;;5;0
Bizkaia;GETXO;44;2;23;"	U";760;452;5;447;11;436;308;102;1;0;12;0;1;1;;3;31;;0;5;278;0;;2;0
Bizkaia;GETXO;44;2;24;"	U";705;409;1;408;4;404;296;182;0;1;50;1;0;2;;94;6;;3;30;32;0;;2;1
Bizkaia;GETXO;44;2;25;"	U";651;325;3;322;2;320;326;132;0;0;29;3;0;2;;96;12;;0;30;11;0;;5;0
Bizkaia;GETXO;44;2;26;"	U";846;549;2;547;6;541;297;254;0;2;49;0;0;0;;98;15;;1;20;89;0;;11;2
Bizkaia;GETXO;44;2;27;"	U";586;325;4;321;2;319;261;152;0;0;26;1;0;0;;85;6;;0;23;23;0;;3;0
Bizkaia;GETXO;44;2;28;"	U";615;354;1;353;7;346;261;163;0;0;32;3;1;1;;90;3;;0;19;23;2;;9;0
Bizkaia;GETXO;44;2;29;"	U";531;288;1;287;;287;243;139;0;2;25;1;1;0;;75;3;;2;22;13;0;;4;0
Bizkaia;GETXO;44;2;30;"	A";614;344;2;342;2;340;270;169;0;0;35;0;0;0;;58;8;;0;18;43;0;;7;2
Bizkaia;GETXO;44;2;30;"	B";571;310;2;308;1;307;261;154;1;0;39;2;2;0;;32;14;;4;14;43;0;;1;1
Bizkaia;GETXO;44;2;31;"	U";821;497;3;494;6;488;324;140;0;0;25;4;0;0;;8;29;;0;7;272;0;;3;0
Bizkaia;GETXO;44;2;32;"	U";808;447;4;443;3;440;361;174;0;0;55;1;0;1;;46;21;;4;37;96;0;;4;1
Bizkaia;GETXO;44;3;1;"	U";840;525;6;519;4;515;315;163;1;0;40;0;0;3;;4;51;;0;2;245;0;;6;0
Bizkaia;GETXO;44;3;2;"	U";775;467;;467;3;464;308;186;0;0;39;1;0;2;;31;24;;0;9;170;0;;2;0
Bizkaia;GETXO;44;3;3;"	U";869;525;11;514;7;507;344;146;0;0;36;0;0;2;;25;44;;3;17;230;0;;3;1
Bizkaia;GETXO;44;3;4;"	A";709;419;4;415;1;414;290;173;0;0;47;1;2;3;;42;24;;1;16;97;0;;6;2
Bizkaia;GETXO;44;3;4;"	B";707;404;1;403;3;400;303;195;0;0;47;0;0;3;;26;26;;1;17;77;0;;5;3
Bizkaia;GETXO;44;3;5;"	A";750;415;8;407;5;402;335;180;0;0;47;4;0;5;;65;9;;2;22;60;1;;5;2
Bizkaia;GETXO;44;3;5;"	B";642;365;2;363;4;359;277;159;0;0;50;2;0;1;;49;11;;0;25;49;0;;12;1
Bizkaia;GETXO;44;3;6;"	A";489;284;1;283;5;278;205;125;0;0;29;2;0;1;;34;8;;1;13;59;2;;4;0
Bizkaia;GETXO;44;3;6;"	B";406;240;2;238;1;237;166;104;0;0;28;1;0;0;;17;8;;0;16;60;1;;2;0
Bizkaia;GETXO;44;3;7;"	U";516;250;3;247;3;244;266;101;0;0;45;3;0;1;;51;3;;0;24;15;0;;1;0
Bizkaia;GETXO;44;3;8;"	A";467;254;2;252;1;251;213;96;0;1;32;2;0;2;;75;9;;0;27;3;0;;4;0
Bizkaia;GETXO;44;3;8;"	B";439;230;2;228;2;226;209;85;0;0;25;0;0;1;;69;4;;0;22;13;0;;6;1
Bizkaia;GETXO;44;3;9;"	A";529;316;3;313;3;310;213;132;0;0;20;2;1;0;;22;26;;0;14;91;0;;2;0
Bizkaia;GETXO;44;3;9;"	B";417;244;1;243;1;242;173;104;0;0;21;0;0;1;;17;15;;1;11;72;0;;0;0
Bizkaia;GETXO;44;3;10;"	A";563;350;1;349;4;345;213;161;0;0;37;0;1;0;;32;18;;0;21;71;0;;3;1
Bizkaia;GETXO;44;3;10;"	B";534;309;;309;1;308;225;126;0;0;51;2;0;0;;26;10;;0;23;67;0;;3;0
Bizkaia;GETXO;44;3;11;"	U";678;432;1;431;6;425;246;214;0;0;56;1;0;1;;41;23;;1;17;70;0;;1;0
Bizkaia;GETXO;44;3;12;"	U";571;271;;271;1;270;300;104;2;0;34;1;1;0;;66;5;;3;24;27;0;;3;0
Bizkaia;GETXO;44;3;13;"	A";627;393;1;392;6;386;234;150;0;0;21;0;0;0;;16;23;;1;16;156;0;;3;0
Bizkaia;GETXO;44;3;13;"	B";517;280;;280;5;275;237;111;0;0;19;0;0;0;;15;17;;0;12;99;0;;2;0
Bizkaia;GETXO;44;3;14;"	A";470;273;4;269;3;266;197;122;0;0;19;1;0;2;;20;16;;1;3;78;0;;4;0
Bizkaia;GETXO;44;3;14;"	B";451;257;1;256;2;254;194;108;0;0;21;1;0;2;;24;16;;0;10;69;0;;2;1
Bizkaia;GETXO;44;3;15;"	U";658;368;;368;3;365;290;181;0;0;38;3;0;0;;50;9;;0;24;49;0;;8;3
Bizkaia;GETXO;44;3;16;"	U";656;390;3;387;1;386;266;173;0;0;48;2;0;0;;75;9;;0;42;26;0;;10;1
Bizkaia;GETXO;44;3;17;"	A";486;292;1;291;2;289;194;122;0;0;48;2;3;0;;49;11;;0;18;31;0;;5;0
Bizkaia;GETXO;44;3;17;"	B";519;306;;306;1;305;213;123;0;0;67;0;2;0;;51;8;;1;26;25;0;;1;1
Bizkaia;GETXO;44;3;19;"	U";677;334;6;328;4;324;343;138;1;0;41;1;0;1;;76;4;;0;34;19;0;;8;1
Bizkaia;GETXO;44;3;20;"	U";549;303;4;299;3;296;246;132;0;1;18;2;1;0;;87;6;;0;30;14;0;;5;0
Bizkaia;GETXO;44;3;21;"	U";592;306;2;304;5;299;286;110;0;0;58;1;0;0;;66;6;;0;27;24;0;;7;0
Bizkaia;GETXO;44;3;22;"	A";456;295;1;294;4;290;161;145;0;0;33;3;0;0;;18;8;;1;12;64;0;;6;0
Bizkaia;GETXO;44;3;22;"	B";467;286;1;285;3;282;181;139;0;0;30;2;0;2;;11;7;;1;14;72;0;;4;0
Bizkaia;GETXO;44;3;23;"	U";776;424;1;423;3;420;352;183;0;0;40;0;1;2;;42;15;;2;13;119;0;;3;0
Bizkaia;GETXO;44;3;24;"	U";563;312;1;311;3;308;251;151;0;0;22;1;1;0;;58;7;;2;21;44;0;;1;0
Bizkaia;GETXO;44;3;25;"	U";721;462;;462;5;457;259;137;1;0;26;1;0;0;;5;22;;0;6;259;0;;0;0
Bizkaia;GETXO;44;3;26;"	U";540;285;7;278;;278;255;132;0;1;38;0;2;1;;28;16;;0;12;43;0;;5;0
Bizkaia;GIZABURUAGA;47;1;1;"	U";147;107;;107;2;105;40;32;0;0;0;0;0;0;;67;0;;0;6;0;0;;0;0
Bizkaia;GORDEXOLA;42;1;1;"	A";641;446;13;433;8;425;195;252;1;0;25;2;1;0;;84;2;;0;31;21;0;;6;0
Bizkaia;GORDEXOLA;42;1;1;"	B";727;478;13;465;6;459;249;279;0;0;19;3;1;2;;83;7;;1;28;31;0;;5;0
Bizkaia;GORLIZ;43;1;1;"	A";764;449;7;442;7;435;315;225;0;0;21;3;0;3;;122;3;;0;43;7;0;;8;0
Bizkaia;GORLIZ;43;1;1;"	B";773;448;3;445;13;432;325;201;0;1;32;8;1;2;;121;1;;1;33;17;0;;13;1
Bizkaia;GORLIZ;43;1;2;"	A";644;404;2;402;3;399;240;216;0;0;21;1;0;1;;102;2;;0;33;15;0;;6;2
Bizkaia;GORLIZ;43;1;2;"	B";617;392;2;390;6;384;225;210;0;0;23;1;0;0;;106;2;;0;19;17;0;;6;0
Bizkaia;GORLIZ;43;1;3;"	A";666;405;4;401;4;397;261;214;1;0;22;6;0;1;;99;4;;0;21;22;0;;7;0
Bizkaia;GORLIZ;43;1;3;"	B";595;348;;348;6;342;247;169;0;0;22;2;0;1;;107;8;;0;15;14;0;;2;2
Bizkaia;GORLIZ;43;1;3;"	C";572;307;3;304;2;302;265;143;0;0;19;2;2;0;;78;4;;0;31;16;0;;7;0
Bizkaia;G?E?ES;45;1;1;"	A";658;355;5;350;4;346;303;158;0;0;23;2;0;1;;98;12;;0;29;15;0;;8;0
Bizkaia;G?E?ES;45;1;1;"	B";691;402;5;397;7;390;289;179;0;0;24;6;0;2;;114;7;;1;34;11;0;;10;2
Bizkaia;G?E?ES;45;2;1;"	A";404;239;4;235;5;230;165;109;0;1;21;1;1;0;;68;4;;0;19;3;1;;2;0
Bizkaia;G?E?ES;45;2;1;"	B";511;302;8;294;1;293;209;123;0;0;27;2;0;0;;97;5;;0;31;5;0;;3;0
Bizkaia;G?E?ES;45;2;2;"	A";552;391;9;382;1;381;161;226;0;0;29;4;0;0;;91;2;;0;20;8;0;;1;0
Bizkaia;G?E?ES;45;2;2;"	B";559;372;3;369;2;367;187;183;0;0;37;4;0;1;;94;6;;0;28;12;0;;2;0
Bizkaia;G?E?ES;45;2;3;"	A";619;361;2;359;3;356;258;151;0;1;33;3;0;0;;120;3;;0;35;7;0;;2;1
Bizkaia;G?E?ES;45;2;3;"	B";661;410;9;401;3;398;251;158;0;0;37;3;1;0;;146;1;;0;37;12;0;;1;2
Bizkaia;G?E?ES;45;2;4;"	A";219;149;3;146;;146;70;74;0;0;5;0;0;0;;61;0;;0;5;1;0;;0;0
Bizkaia;G?E?ES;45;2;4;"	B";325;198;5;193;3;190;127;77;0;0;24;0;0;1;;63;4;;2;14;5;0;;0;0
Bizkaia;IBARRANGELU;48;1;1;"	U";539;374;;374;8;366;165;175;0;1;7;0;0;1;;156;0;;0;16;2;0;;8;0
Bizkaia;IGORRE;94;1;1;"	A";614;386;7;379;3;376;228;205;0;0;10;0;0;0;;135;8;;0;11;5;0;;2;0
Bizkaia;IGORRE;94;1;1;"	B";480;311;2;309;1;308;169;153;0;0;3;1;0;0;;130;1;;1;15;3;0;;1;0
Bizkaia;IGORRE;94;1;2;"	A";753;490;1;489;1;488;263;236;2;0;7;0;0;1;;217;2;;0;18;3;0;;2;0
Bizkaia;IGORRE;94;1;2;"	B";511;313;2;311;1;310;198;146;1;0;6;0;0;0;;136;2;;0;15;3;0;;1;0
Bizkaia;IGORRE;94;1;3;"	U";764;412;12;400;2;398;352;196;0;0;21;5;0;2;;152;4;;0;7;10;0;;1;0
Bizkaia;ISPASTER;49;1;1;"	U";541;407;4;403;1;402;134;212;0;1;6;3;0;0;;163;2;;0;13;1;0;;0;1
Bizkaia;IURRETA;910;1;1;"	U";765;528;2;526;1;525;237;241;0;0;13;1;0;0;;243;3;;0;19;2;0;;3;0
Bizkaia;IURRETA;910;1;2;"	U";595;297;1;296;2;294;298;94;1;0;62;2;0;2;;75;9;;0;19;30;0;;0;0
Bizkaia;IURRETA;910;1;3;"	A";739;400;2;398;3;395;339;152;1;0;58;2;0;0;;118;10;;1;35;16;0;;1;1
Bizkaia;IURRETA;910;1;3;"	B";709;392;2;390;5;385;317;147;2;1;73;0;0;1;;90;4;;1;40;25;0;;0;1
Bizkaia;IZURTZA;50;1;1;"	U";182;144;7;137;;137;38;55;0;0;3;0;0;0;;75;1;;0;2;1;0;;0;0
Bizkaia;KARRANTZA HARANA/VALLE DE CARRANZA;22;1;1;"	A";662;367;5;362;3;359;295;227;0;0;20;1;0;0;;79;2;;0;23;7;0;;0;0
Bizkaia;KARRANTZA HARANA/VALLE DE CARRANZA;22;1;1;"	B";758;435;2;433;2;431;323;276;0;0;17;0;1;0;;87;8;;0;27;13;0;;2;0
Bizkaia;KARRANTZA HARANA/VALLE DE CARRANZA;22;1;2;"	A";420;195;2;193;;193;225;115;0;0;19;0;0;2;;48;1;;0;5;3;0;;0;0
Bizkaia;KARRANTZA HARANA/VALLE DE CARRANZA;22;1;2;"	B";451;205;1;204;1;203;246;120;0;0;15;0;0;0;;53;1;;0;10;3;0;;0;1
Bizkaia;KORTEZUBI;907;1;1;"	U";343;252;2;250;2;248;91;149;0;0;1;1;0;1;;90;0;;0;5;0;0;;1;0
Bizkaia;LANESTOSA;51;1;1;"	U";221;137;1;136;;136;84;78;0;0;9;0;0;0;;27;1;;0;15;5;0;;1;0
Bizkaia;LARRABETZU;52;1;1;"	A";833;602;3;599;7;592;231;208;0;0;4;6;0;1;;329;4;;0;26;5;0;;9;0
Bizkaia;LARRABETZU;52;1;1;"	B";744;529;6;523;7;516;215;184;0;0;10;0;0;0;;290;3;;1;13;7;0;;8;0
Bizkaia;LAUKIZ;53;1;1;"	A";535;353;4;349;5;344;182;215;0;0;17;2;0;0;;69;5;;0;2;31;0;;2;1
Bizkaia;LAUKIZ;53;1;1;"	B";400;258;2;256;3;253;142;142;0;0;19;0;0;2;;51;6;;0;8;22;0;;3;0
Bizkaia;LEIOA;54;1;1;"	A";1024;520;1;519;6;513;504;223;0;1;64;2;0;3;;113;13;;1;62;23;0;;7;1
Bizkaia;LEIOA;54;1;1;"	B";991;514;1;513;3;510;477;218;0;1;78;3;2;5;;81;13;;0;68;26;0;;14;1
Bizkaia;LEIOA;54;1;2;"	A";681;366;3;363;1;362;315;163;0;1;61;2;0;0;;75;5;;0;21;25;1;;7;1
Bizkaia;LEIOA;54;1;2;"	B";720;378;3;375;;375;342;154;0;0;61;2;1;0;;77;6;;0;41;30;0;;3;0
