TH;AMBITO;CODMUN;DISTRITO;SECCION;MESA;CENSO;VOTOS;NULOS;VALIDOS;BLANCOS;VOTOS_CANDIDATOS;ABSTENCION;EAJ-PNV;EH BILDU;PSE-EE/PSOE;PP;SUMAR;PODEMOS-AHAL DUGU - ALIANZA VERDE;VOX;PACMA;EB-AZ;PUM+J;IZAN;PCTE / ELAK;PH;O.E.
Bizkaia;ARRIGORRIAGA;11;2;2;"	B";505;320;1;319;2;317;185;127;118;29;14;12;9;2;1;2;0;0;1;2;
Bizkaia;ARRIGORRIAGA;11;2;3;"	A";609;442;5;437;5;432;167;212;143;28;18;14;8;3;1;1;1;1;1;1;
Bizkaia;ARRIGORRIAGA;11;2;3;"	B";514;350;4;346;3;343;164;158;105;36;17;12;5;5;1;0;1;1;0;2;
Bizkaia;ARRIGORRIAGA;11;2;4;"	A";610;407;2;405;7;398;203;162;147;33;16;21;9;4;1;0;1;1;0;3;
Bizkaia;ARRIGORRIAGA;11;2;4;"	B";576;379;4;375;8;367;197;141;132;45;13;21;6;5;1;2;1;0;0;0;
Bizkaia;ARTEA;23;1;1;"	U";587;457;9;448;1;447;130;200;216;5;8;5;7;2;1;2;1;0;0;0;
Bizkaia;ARTZENTALES;8;1;1;"	U";627;415;4;411;7;404;212;192;140;13;10;12;16;5;3;2;0;11;0;0;
Bizkaia;ATXONDO;91;1;1;"	A";797;492;7;485;6;479;305;205;213;39;14;7;0;1;0;0;0;0;0;0;
Bizkaia;ATXONDO;91;1;1;"	B";294;219;1;218;3;215;75;63;142;4;1;1;3;0;1;0;0;0;0;0;
Bizkaia;AULESTI;70;1;1;"	U";517;346;;346;2;344;171;94;223;2;5;1;1;0;0;1;0;17;0;0;
Bizkaia;BAKIO;12;1;1;"	A";485;355;5;350;5;345;130;140;172;9;5;8;5;2;2;1;1;0;0;0;
Bizkaia;BAKIO;12;1;1;"	B";438;316;;316;;316;122;132;163;5;6;3;3;3;1;0;0;0;0;0;
Bizkaia;BAKIO;12;1;2;"	A";726;539;3;536;6;530;187;253;224;17;15;9;6;5;0;0;1;0;0;0;
Bizkaia;BAKIO;12;1;2;"	B";587;419;1;418;7;411;168;184;184;15;10;5;5;0;2;2;2;2;0;0;
Bizkaia;BALMASEDA;90;1;1;"	A";595;421;8;413;3;410;174;195;115;51;16;8;4;10;0;2;0;7;2;0;
Bizkaia;BALMASEDA;90;1;1;"	B";595;428;4;424;3;421;167;234;93;57;14;7;4;3;2;3;1;0;1;2;
Bizkaia;BALMASEDA;90;1;2;"	U";596;440;10;430;2;428;156;190;136;54;18;10;11;3;0;2;0;3;1;0;
Bizkaia;BALMASEDA;90;1;3;"	U";495;297;5;292;3;289;198;144;72;47;14;2;6;2;1;1;0;0;0;0;
Bizkaia;BALMASEDA;90;1;4;"	U";770;526;13;513;3;510;244;241;139;71;32;17;3;4;1;1;1;0;0;0;
Bizkaia;BALMASEDA;90;2;1;"	A";716;507;4;503;7;496;209;242;105;69;31;18;7;8;2;7;3;2;1;1;
Bizkaia;BALMASEDA;90;2;1;"	B";856;605;9;596;3;593;251;305;142;65;25;25;12;12;2;1;0;4;0;0;
Bizkaia;BALMASEDA;90;2;2;"	A";651;397;6;391;4;387;254;201;89;61;10;11;4;4;2;0;2;1;1;1;
Bizkaia;BALMASEDA;90;2;2;"	B";615;390;5;385;2;383;225;186;110;49;12;9;6;8;0;0;1;1;1;0;
Bizkaia;BARAKALDO;13;1;1;"	U";605;398;1;397;3;394;207;174;71;63;51;13;10;9;1;0;0;1;1;0;
Bizkaia;BARAKALDO;13;1;2;"	U";742;453;1;452;4;448;289;166;113;72;54;16;2;15;5;1;0;1;2;1;
Bizkaia;BARAKALDO;13;1;3;"	U";756;465;8;457;11;446;291;174;95;70;53;22;8;13;3;4;0;0;3;1;
Bizkaia;BARAKALDO;13;1;4;"	A";516;317;2;315;4;311;199;119;77;43;38;9;5;15;2;0;1;1;0;1;
Bizkaia;BARAKALDO;13;1;4;"	B";579;355;3;352;;352;224;141;68;59;51;11;11;8;1;1;0;0;0;1;
Bizkaia;BARAKALDO;13;1;5;"	U";707;450;2;448;4;444;257;142;100;107;43;18;17;12;2;0;0;1;1;1;
Bizkaia;BARAKALDO;13;1;6;"	U";606;311;6;305;1;304;295;96;69;66;39;15;8;6;3;1;1;0;0;0;
Bizkaia;BARAKALDO;13;1;8;"	A";450;254;;254;2;252;196;88;60;62;20;12;1;7;0;1;1;0;0;0;
Bizkaia;BARAKALDO;13;1;8;"	B";542;343;2;341;3;338;199;135;55;71;45;15;16;1;0;0;0;0;0;0;
Bizkaia;BARAKALDO;13;2;1;"	A";617;333;2;331;4;327;284;113;80;62;27;9;13;15;5;0;1;0;1;1;
Bizkaia;BARAKALDO;13;2;1;"	B";690;403;1;402;5;397;287;152;78;76;35;26;13;9;4;2;0;0;1;1;
Bizkaia;BARAKALDO;13;2;2;"	A";412;236;;236;3;233;176;85;48;48;22;12;6;5;0;3;1;1;2;0;
Bizkaia;BARAKALDO;13;2;2;"	B";485;291;3;288;3;285;194;99;62;73;22;10;7;7;2;1;1;0;0;1;
Bizkaia;BARAKALDO;13;2;3;"	U";680;314;1;313;2;311;366;98;84;65;21;19;5;12;3;0;0;1;2;1;
Bizkaia;BARAKALDO;13;2;4;"	A";529;283;3;280;1;279;246;107;69;44;18;18;9;6;3;1;3;0;1;0;
Bizkaia;BARAKALDO;13;2;4;"	B";627;363;8;355;4;351;264;132;73;71;39;14;5;6;5;3;1;0;1;1;
Bizkaia;BARAKALDO;13;2;5;"	U";1009;541;3;538;7;531;468;195;128;108;27;34;13;20;1;1;2;0;2;0;
Bizkaia;BARAKALDO;13;2;6;"	A";488;253;2;251;2;249;235;91;59;56;15;9;6;12;1;0;0;0;0;0;
Bizkaia;BARAKALDO;13;2;6;"	B";516;274;2;272;3;269;242;88;55;59;26;11;12;13;3;0;1;1;0;0;
Bizkaia;BARAKALDO;13;2;8;"	A";588;350;6;344;1;343;238;125;80;64;22;19;9;18;4;1;0;1;0;0;
Bizkaia;BARAKALDO;13;2;8;"	B";637;374;6;368;3;365;263;141;68;80;35;21;6;9;2;0;1;0;0;2;
Bizkaia;BARAKALDO;13;2;9;"	U";827;478;;478;5;473;349;172;86;132;33;22;13;12;1;0;0;0;0;2;
Bizkaia;BARAKALDO;13;2;10;"	A";439;263;3;260;3;257;176;83;63;54;26;11;10;9;0;0;0;0;1;0;
Bizkaia;BARAKALDO;13;2;10;"	B";529;305;3;302;2;300;224;100;72;58;31;15;12;10;2;0;0;0;0;0;
Bizkaia;BARAKALDO;13;2;11;"	A";664;469;2;467;3;464;195;207;85;93;37;12;10;11;3;4;1;0;1;0;
Bizkaia;BARAKALDO;13;2;11;"	B";704;501;7;494;11;483;203;210;87;93;46;20;11;11;2;2;1;0;0;0;
Bizkaia;BARAKALDO;13;2;12;"	A";563;329;7;322;1;321;234;122;63;58;33;20;10;10;2;0;1;0;1;1;
Bizkaia;BARAKALDO;13;2;12;"	B";629;386;4;382;4;378;243;140;66;83;38;24;8;14;1;2;1;0;1;0;
Bizkaia;BARAKALDO;13;3;1;"	U";716;370;2;368;5;363;346;133;92;63;26;16;11;14;6;0;2;0;0;0;
Bizkaia;BARAKALDO;13;3;2;"	A";484;279;3;276;6;270;205;100;63;58;21;8;12;3;0;2;0;0;3;0;
Bizkaia;BARAKALDO;13;3;2;"	B";536;320;3;317;3;314;216;126;57;78;32;10;5;0;2;2;1;0;0;1;
Bizkaia;BARAKALDO;13;3;3;"	U";601;334;8;326;5;321;267;114;85;59;33;9;10;6;2;3;0;0;0;0;
Bizkaia;BARAKALDO;13;3;4;"	U";810;464;6;458;10;448;346;169;90;110;34;14;8;13;6;1;0;3;0;0;
Bizkaia;BARAKALDO;13;3;5;"	U";591;360;1;359;7;352;231;132;64;71;47;18;7;5;6;0;0;1;0;1;
Bizkaia;BARAKALDO;13;3;6;"	U";584;339;3;336;1;335;245;122;82;73;22;20;7;7;1;0;1;0;0;0;
Bizkaia;BARAKALDO;13;3;7;"	U";563;305;2;303;4;299;258;90;55;89;27;18;8;7;3;0;0;2;0;0;
Bizkaia;BARAKALDO;13;3;8;"	U";769;469;2;467;1;466;300;188;76;99;37;30;15;12;4;3;2;0;0;0;
Bizkaia;BARAKALDO;13;4;1;"	U";715;411;1;410;3;407;304;135;90;99;45;13;10;10;2;0;1;2;0;0;
Bizkaia;BARAKALDO;13;4;2;"	U";497;347;5;342;3;339;150;137;57;70;41;11;11;7;3;1;0;1;0;0;
Bizkaia;BARAKALDO;13;4;3;"	U";690;387;;387;9;378;303;109;100;68;36;25;19;20;1;0;0;0;0;0;
Bizkaia;BARAKALDO;13;4;4;"	A";417;251;4;247;4;243;166;64;71;61;17;15;8;6;1;0;0;0;0;0;
Bizkaia;BARAKALDO;13;4;4;"	B";519;306;4;302;2;300;213;101;79;53;22;25;8;7;4;1;0;0;0;0;
Bizkaia;BARAKALDO;13;4;5;"	U";522;297;4;293;3;290;225;94;73;58;31;15;3;8;2;2;1;1;1;1;
Bizkaia;BARAKALDO;13;4;6;"	U";593;363;3;360;4;356;230;137;81;63;29;17;6;16;4;1;0;0;2;0;
Bizkaia;BARAKALDO;13;4;7;"	A";490;286;4;282;1;281;204;88;71;72;26;17;2;3;1;0;0;0;0;1;
Bizkaia;BARAKALDO;13;4;7;"	B";498;276;3;273;6;267;222;91;71;60;24;6;8;2;1;2;1;0;1;0;
Bizkaia;BARAKALDO;13;4;8;"	A";459;287;1;286;4;282;172;98;76;50;20;17;9;9;1;1;1;0;0;0;
Bizkaia;BARAKALDO;13;4;8;"	B";534;359;4;355;6;349;175;103;85;88;28;20;14;9;1;1;0;0;0;0;
Bizkaia;BARAKALDO;13;4;9;"	U";725;449;4;445;2;443;276;153;119;74;33;24;12;19;4;2;2;0;0;1;
Bizkaia;BARAKALDO;13;4;10;"	U";760;461;5;456;2;454;299;131;134;106;37;15;16;11;2;0;0;0;0;2;
Bizkaia;BARAKALDO;13;4;11;"	A";496;330;1;329;7;322;166;113;64;67;40;15;11;7;1;2;0;0;2;0;
Bizkaia;BARAKALDO;13;4;11;"	B";529;352;5;347;7;340;177;138;77;56;33;17;11;6;0;1;0;0;1;0;
Bizkaia;BARAKALDO;13;5;1;"	A";662;422;2;420;3;417;240;155;89;71;49;26;12;11;1;2;0;0;1;0;
Bizkaia;BARAKALDO;13;5;1;"	B";769;492;3;489;8;481;277;168;119;81;61;31;10;8;1;0;0;0;1;1;
Bizkaia;BARAKALDO;13;5;2;"	A";525;361;3;358;4;354;164;121;85;86;32;12;7;6;2;1;0;2;0;0;
Bizkaia;BARAKALDO;13;5;2;"	B";578;365;7;358;10;348;213;97;78;89;36;20;11;13;1;1;2;0;0;0;
Bizkaia;BARAKALDO;13;5;3;"	A";529;293;1;292;4;288;236;97;83;66;15;16;6;4;1;0;0;0;0;0;
Bizkaia;BARAKALDO;13;5;3;"	B";553;316;3;313;2;311;237;113;86;52;22;15;10;6;5;0;0;0;2;0;
Bizkaia;BARAKALDO;13;5;4;"	U";558;319;2;317;2;315;239;126;57;60;31;17;8;8;4;1;1;2;0;0;
Bizkaia;BARAKALDO;13;5;5;"	A";821;568;5;563;4;559;253;223;99;104;84;14;13;12;5;3;0;0;2;0;
Bizkaia;BARAKALDO;13;5;5;"	B";813;540;3;537;5;532;273;236;73;105;75;18;10;9;3;3;0;0;0;0;
Bizkaia;BARAKALDO;13;5;6;"	A";460;285;;285;;285;175;103;74;62;23;10;4;7;1;0;0;1;0;0;
Bizkaia;BARAKALDO;13;5;6;"	B";502;316;3;313;6;307;186;112;67;69;26;16;5;11;1;0;0;0;0;0;
Bizkaia;BARAKALDO;13;5;7;"	A";442;287;1;286;5;281;155;91;48;72;37;14;7;9;2;0;0;1;0;0;
Bizkaia;BARAKALDO;13;5;7;"	B";496;318;1;317;4;313;178;84;64;72;47;13;12;17;0;0;0;2;2;0;
Bizkaia;BARAKALDO;13;5;8;"	A";415;241;1;240;1;239;174;83;59;60;17;14;0;5;0;1;0;0;0;0;
Bizkaia;BARAKALDO;13;5;8;"	B";433;256;;256;8;248;177;83;65;60;19;10;4;6;1;0;0;0;0;0;
Bizkaia;BARAKALDO;13;5;9;"	A";528;322;2;320;3;317;206;108;85;60;24;15;9;8;2;3;1;0;1;1;
Bizkaia;BARAKALDO;13;5;9;"	B";587;371;1;370;8;362;216;128;87;68;24;34;8;8;0;2;0;2;1;0;
Bizkaia;BARAKALDO;13;5;10;"	U";824;503;4;499;7;492;321;169;125;118;27;28;16;7;0;0;0;2;0;0;
Bizkaia;BARAKALDO;13;5;11;"	A";549;330;4;326;7;319;219;117;71;57;25;21;12;9;2;0;2;1;2;0;
Bizkaia;BARAKALDO;13;5;11;"	B";608;358;1;357;3;354;250;132;79;59;34;28;5;13;1;0;1;1;0;1;
Bizkaia;BARAKALDO;13;6;1;"	A";623;367;3;364;3;361;256;109;90;83;32;23;9;9;2;1;1;2;0;0;
Bizkaia;BARAKALDO;13;6;1;"	B";702;399;3;396;3;393;303;133;72;100;36;19;6;19;3;0;1;2;2;0;
Bizkaia;BARAKALDO;13;6;2;"	U";683;405;3;402;5;397;278;146;79;93;37;17;15;7;2;0;1;0;0;0;
Bizkaia;BARAKALDO;13;6;3;"	U";790;502;4;498;3;495;288;201;65;92;67;24;24;12;7;3;0;0;0;0;
Bizkaia;BARAKALDO;13;6;4;"	A";426;263;5;258;2;256;163;95;41;66;23;17;4;4;5;0;1;0;0;0;
Bizkaia;BARAKALDO;13;6;4;"	B";450;284;2;282;3;279;166;114;40;64;29;17;7;6;1;0;0;0;1;0;
Bizkaia;BARAKALDO;13;6;5;"	A";393;207;1;206;2;204;186;72;45;40;24;6;8;3;3;1;1;0;1;0;
Bizkaia;BARAKALDO;13;6;5;"	B";438;252;1;251;1;250;186;94;49;53;25;10;6;6;3;2;0;0;2;0;
Bizkaia;BARAKALDO;13;6;6;"	U";588;346;2;344;3;341;242;111;92;88;20;21;5;4;0;0;0;0;0;0;
Bizkaia;BARAKALDO;13;6;7;"	A";438;227;3;224;6;218;211;63;64;49;7;15;7;8;1;1;0;1;1;1;
Bizkaia;BARAKALDO;13;6;7;"	B";492;248;2;246;1;245;244;75;62;71;9;14;7;3;0;0;1;0;3;0;
Bizkaia;BARAKALDO;13;6;8;"	U";730;459;2;457;1;456;271;173;71;118;56;21;7;6;1;0;0;2;1;0;
Bizkaia;BARAKALDO;13;6;9;"	U";708;482;3;479;1;478;226;160;98;138;47;11;10;8;6;0;0;0;0;0;
Bizkaia;BARAKALDO;13;6;10;"	A";503;308;;308;1;307;195;101;59;75;36;16;12;5;2;0;0;1;0;0;
Bizkaia;BARAKALDO;13;6;10;"	B";515;329;1;328;;328;186;110;59;80;46;10;6;12;2;3;0;0;0;0;
Bizkaia;BARAKALDO;13;6;11;"	U";848;488;2;486;7;479;360;159;104;107;54;16;11;16;5;3;1;0;2;1;
Bizkaia;BARAKALDO;13;6;12;"	A";461;239;;239;1;238;222;75;57;62;15;17;6;4;1;0;1;0;0;0;
Bizkaia;BARAKALDO;13;6;12;"	B";466;237;1;236;1;235;229;76;50;49;19;21;9;6;2;1;0;0;0;2;
Bizkaia;BARAKALDO;13;6;13;"	U";718;400;2;398;7;391;318;150;71;98;39;12;7;8;4;0;1;1;0;0;
Bizkaia;BARAKALDO;13;7;1;"	A";689;389;5;384;2;382;300;165;72;83;32;12;9;7;0;1;0;0;0;1;
Bizkaia;BARAKALDO;13;7;1;"	B";697;385;5;380;2;378;312;145;89;81;28;12;9;8;4;0;1;0;0;1;
Bizkaia;BARAKALDO;13;7;2;"	A";480;260;;260;6;254;220;104;58;52;12;10;2;11;4;0;0;1;0;0;
Bizkaia;BARAKALDO;13;7;2;"	B";498;256;3;253;1;252;242;92;59;56;17;14;6;3;2;0;1;1;1;0;
Bizkaia;BARAKALDO;13;7;3;"	A";818;513;4;509;4;505;305;183;89;130;39;27;17;13;3;0;2;0;0;2;
Bizkaia;BARAKALDO;13;7;3;"	B";866;545;7;538;4;534;321;181;106;131;49;32;12;16;2;1;0;1;0;3;
Bizkaia;BARAKALDO;13;7;4;"	A";818;447;3;444;7;437;371;150;127;79;37;20;8;14;1;1;0;0;0;0;
Bizkaia;BARAKALDO;13;7;4;"	B";596;400;4;396;12;384;196;165;124;39;15;16;8;12;3;1;0;0;0;1;
Bizkaia;BARAKALDO;13;7;5;"	A";624;387;4;383;4;379;237;143;84;78;28;16;5;10;4;2;6;0;3;0;
Bizkaia;BARAKALDO;13;7;5;"	B";709;413;6;407;7;400;296;172;77;89;26;14;13;6;0;0;0;1;1;1;
Bizkaia;BARAKALDO;13;8;1;"	U";876;509;5;504;5;499;367;193;163;79;20;25;5;8;2;1;1;0;2;0;
Bizkaia;BARAKALDO;13;8;2;"	A";924;512;5;507;9;498;412;190;133;99;19;30;7;12;3;1;2;0;1;1;
Bizkaia;BARAKALDO;13;8;2;"	B";973;512;7;505;11;494;461;172;162;74;17;29;24;7;9;0;0;0;0;0;
Bizkaia;BARAKALDO;13;8;3;"	U";848;405;1;404;5;399;443;139;127;69;17;13;9;14;4;4;0;2;1;0;
Bizkaia;BARAKALDO;13;8;4;"	A";483;291;6;285;3;282;192;115;48;84;16;8;3;4;0;1;0;1;2;0;
Bizkaia;BARAKALDO;13;8;4;"	B";460;287;1;286;2;284;173;113;48;77;20;10;3;1;2;1;0;9;0;0;
Bizkaia;BARAKALDO;13;8;5;"	U";636;345;5;340;4;336;291;130;54;103;28;5;5;9;1;0;1;0;0;0;
Bizkaia;BARAKALDO;13;8;6;"	U";677;421;3;418;7;411;256;151;84;109;34;18;11;2;1;0;0;0;1;0;
Bizkaia;BARAKALDO;13;8;7;"	A";530;327;2;325;8;317;203;92;92;59;34;18;6;8;3;1;3;0;1;0;
Bizkaia;BARAKALDO;13;8;7;"	B";553;317;3;314;1;313;236;120;85;58;19;12;7;10;0;1;1;0;0;0;
Bizkaia;BARAKALDO;13;8;8;"	A";550;234;;234;1;233;316;66;78;45;24;8;7;4;1;0;0;0;0;0;
Bizkaia;BARAKALDO;13;8;8;"	B";194;113;;113;1;112;81;52;39;11;3;1;3;1;1;0;1;0;0;0;
Bizkaia;BARAKALDO;13;9;1;"	U";677;417;8;409;5;404;260;159;94;69;38;21;5;15;2;0;0;0;0;1;
Bizkaia;BARAKALDO;13;9;2;"	U";725;433;2;431;6;425;292;163;54;108;53;20;9;11;2;2;0;2;1;0;
Bizkaia;BARAKALDO;13;9;3;"	U";762;409;6;403;3;400;353;144;111;73;28;15;16;10;0;0;0;1;1;1;
Bizkaia;BARAKALDO;13;9;4;"	U";815;444;1;443;7;436;371;175;95;94;48;15;7;0;0;0;1;0;1;0;
Bizkaia;BARAKALDO;13;9;5;"	U";768;419;5;414;4;410;349;151;112;78;34;7;9;8;5;4;0;0;1;1;
Bizkaia;BARAKALDO;13;9;6;"	U";497;264;2;262;2;260;233;94;54;69;15;12;5;8;1;1;0;0;1;0;
Bizkaia;BARAKALDO;13;9;7;"	A";623;400;4;396;3;393;223;140;77;117;28;14;7;6;2;0;2;0;0;0;
Bizkaia;BARAKALDO;13;9;7;"	B";664;409;;409;3;406;255;164;79;102;16;16;12;11;3;2;0;0;0;1;
Bizkaia;BARAKALDO;13;9;8;"	U";1104;663;4;659;1;658;441;225;192;112;47;33;20;19;4;1;2;0;1;2;
Bizkaia;BARAKALDO;13;9;9;"	A";476;277;;277;4;273;199;76;62;81;25;7;10;11;0;0;0;0;0;1;
Bizkaia;BARAKALDO;13;9;9;"	B";489;293;6;287;3;284;196;98;69;67;27;9;8;5;0;0;1;0;0;0;
Bizkaia;BARAKALDO;13;9;10;"	A";468;291;1;290;3;287;177;92;65;78;24;11;12;5;0;0;0;0;0;0;
Bizkaia;BARAKALDO;13;9;10;"	B";475;299;4;295;2;293;176;101;54;78;33;4;7;5;3;5;1;0;0;2;
Bizkaia;BARAKALDO;13;9;11;"	U";570;363;1;362;3;359;207;131;84;83;30;13;6;6;1;1;1;2;1;0;
Bizkaia;BARAKALDO;13;9;12;"	U";695;388;2;386;6;380;307;152;59;91;23;30;12;8;0;3;1;0;1;0;
Bizkaia;BARRIKA;14;1;1;"	A";662;428;6;422;6;416;234;166;156;31;39;3;10;8;1;0;0;2;0;0;
Bizkaia;BARRIKA;14;1;1;"	B";587;367;2;365;5;360;220;163;117;36;19;10;7;6;2;0;0;0;0;0;
Bizkaia;BASAURI;15;1;1;"	A";455;278;5;273;4;269;177;102;70;49;26;12;4;4;1;0;0;0;0;1;
Bizkaia;BASAURI;15;1;1;"	B";441;268;3;265;;265;173;115;68;50;12;10;4;4;1;0;0;0;1;0;
Bizkaia;BASAURI;15;1;2;"	U";771;411;2;409;2;407;360;136;102;88;30;15;18;16;0;0;0;1;0;1;
Bizkaia;BASAURI;15;1;3;"	U";666;415;2;413;10;403;251;175;101;58;24;18;12;12;1;0;1;0;1;0;
Bizkaia;BASAURI;15;1;4;"	U";811;487;8;479;6;473;324;228;96;69;39;15;13;8;0;2;1;1;0;1;
Bizkaia;BASAURI;15;1;5;"	U";776;446;2;444;6;438;330;173;90;83;45;14;12;16;2;2;0;0;1;0;
Bizkaia;BASAURI;15;1;6;"	A";487;273;;273;2;271;214;104;58;48;21;11;13;10;5;0;1;0;0;0;
Bizkaia;BASAURI;15;1;6;"	B";519;294;2;292;3;289;225;110;61;51;27;13;2;15;0;0;3;2;0;5;
Bizkaia;BASAURI;15;1;7;"	U";682;374;;374;3;371;308;113;86;91;32;11;13;15;5;1;0;0;3;1;
Bizkaia;BASAURI;15;1;8;"	A";483;273;2;271;2;269;210;97;61;73;28;0;4;4;1;0;0;0;0;1;
Bizkaia;BASAURI;15;1;8;"	B";478;285;2;283;;283;193;111;39;74;39;8;4;6;1;0;0;1;0;0;
Bizkaia;BASAURI;15;1;9;"	A";557;315;1;314;;314;242;124;48;87;26;13;7;6;0;1;0;0;1;1;
Bizkaia;BASAURI;15;1;9;"	B";591;349;1;348;2;346;242;111;74;88;41;8;5;13;3;1;0;0;0;2;
Bizkaia;BASAURI;15;1;10;"	A";682;384;1;383;5;378;298;141;90;77;30;16;10;10;2;0;1;0;1;0;
Bizkaia;BASAURI;15;1;10;"	B";679;383;4;379;3;376;296;134;74;91;31;11;8;18;4;2;0;2;0;1;
Bizkaia;BASAURI;15;1;11;"	A";477;271;2;269;2;267;206;81;58;81;30;6;1;8;1;0;0;0;0;1;
Bizkaia;BASAURI;15;1;11;"	B";505;297;;297;3;294;208;99;45;101;27;9;6;4;2;0;0;0;1;0;
Bizkaia;BASAURI;15;1;12;"	U";759;481;;481;4;477;278;187;148;78;28;12;9;10;2;1;0;0;0;2;
Bizkaia;BASAURI;15;2;2;"	A";597;396;3;393;4;389;201;159;113;51;38;7;8;9;2;0;1;0;0;1;
Bizkaia;BASAURI;15;2;2;"	B";544;333;;333;1;332;211;140;99;36;22;14;9;9;1;0;1;1;0;0;
Bizkaia;BASAURI;15;2;3;"	U";750;527;3;524;2;522;223;270;119;67;37;11;4;5;1;1;2;2;2;1;
Bizkaia;BASAURI;15;2;4;"	A";604;382;2;380;5;375;222;182;87;56;21;10;6;11;2;0;0;0;0;0;
Bizkaia;BASAURI;15;2;4;"	B";629;390;4;386;2;384;239;154;100;65;34;10;9;6;2;2;0;0;0;2;
Bizkaia;BASAURI;15;2;5;"	U";687;407;3;404;1;403;280;179;94;67;27;15;5;13;2;0;0;0;1;0;
Bizkaia;BASAURI;15;2;6;"	U";646;364;2;362;3;359;282;140;81;78;26;9;8;10;2;0;0;2;1;2;
Bizkaia;BASAURI;15;2;7;"	U";685;418;4;414;3;411;267;159;117;72;22;18;10;8;3;0;1;0;0;1;
Bizkaia;BASAURI;15;2;8;"	U";571;347;2;345;3;342;224;157;83;50;21;9;8;6;5;0;1;1;1;0;
Bizkaia;BASAURI;15;2;9;"	U";502;299;1;298;;298;203;104;84;67;13;15;5;4;2;0;1;0;3;0;
Bizkaia;BASAURI;15;2;10;"	A";581;363;2;361;4;357;218;141;73;84;35;9;3;8;2;1;0;0;0;1;
Bizkaia;BASAURI;15;2;10;"	B";634;393;5;388;6;382;241;136;91;96;34;7;7;10;0;0;1;0;0;0;
Bizkaia;BASAURI;15;2;11;"	U";559;318;2;316;1;315;241;117;91;59;24;8;7;5;1;0;0;3;0;0;
Bizkaia;BASAURI;15;2;12;"	U";788;493;3;490;;490;295;249;93;72;36;20;7;9;1;2;0;1;0;0;
Bizkaia;BASAURI;15;2;13;"	A";656;382;2;380;2;378;274;144;100;67;27;14;12;8;3;0;0;1;2;0;
Bizkaia;BASAURI;15;2;13;"	B";655;387;2;385;3;382;268;149;85;89;28;11;11;5;2;0;0;1;1;0;
Bizkaia;BASAURI;15;2;14;"	U";657;387;5;382;5;377;270;122;140;60;19;15;14;4;2;1;0;0;0;0;
Bizkaia;BASAURI;15;2;15;"	U";814;504;4;500;3;497;310;202;100;102;59;12;11;8;2;0;0;0;1;0;
Bizkaia;BASAURI;15;2;16;"	A";746;416;3;413;7;406;330;160;106;68;23;20;15;9;2;0;0;0;1;2;
Bizkaia;BASAURI;15;2;16;"	B";648;392;1;391;2;389;256;137;106;86;23;18;9;6;2;1;0;0;0;1;
Bizkaia;BASAURI;15;2;18;"	U";505;320;5;315;1;314;185;102;71;93;26;10;5;4;2;1;0;0;0;0;
Bizkaia;BASAURI;15;3;1;"	A";527;324;1;323;;323;203;136;68;71;25;8;8;6;0;0;0;0;1;0;
Bizkaia;BASAURI;15;3;1;"	B";452;283;3;280;2;278;169;105;48;87;25;7;5;1;0;0;0;0;0;0;
Bizkaia;BASAURI;15;3;2;"	A";467;274;2;272;2;270;193;97;57;66;20;10;8;6;2;0;0;0;1;3;
Bizkaia;BASAURI;15;3;2;"	B";486;307;1;306;2;304;179;122;50;73;29;11;8;6;0;0;1;2;0;2;
Bizkaia;BASAURI;15;3;3;"	A";495;326;2;324;;324;169;134;100;46;16;8;6;9;3;0;0;0;1;1;
Bizkaia;BASAURI;15;3;3;"	B";512;342;2;340;4;336;170;122;91;64;22;11;13;8;2;1;0;1;0;1;
Bizkaia;BASAURI;15;4;1;"	U";550;280;2;278;;278;270;113;58;45;25;15;5;6;7;1;0;0;2;1;
Bizkaia;BASAURI;15;4;2;"	A";482;306;;306;2;304;176;116;71;64;23;4;10;10;3;0;1;1;1;0;
Bizkaia;BASAURI;15;4;2;"	B";518;343;1;342;2;340;175;129;56;101;19;15;11;6;2;0;0;0;1;0;
Bizkaia;BASAURI;15;5;1;"	U";877;543;8;535;4;531;334;223;185;70;13;22;9;2;3;1;0;1;2;0;
Bizkaia;BASAURI;15;5;2;"	U";854;505;2;503;6;497;349;172;166;87;24;23;15;3;2;1;0;0;3;1;
Bizkaia;BASAURI;15;5;3;"	U";892;497;4;493;5;488;395;135;184;76;34;29;15;7;6;0;1;1;0;0;
Bizkaia;BASAURI;15;5;4;"	A";494;319;;319;4;315;175;110;112;50;12;14;11;5;0;1;0;0;0;0;
Bizkaia;BASAURI;15;5;4;"	B";494;331;1;330;2;328;163;111;112;57;10;20;9;7;0;0;0;2;0;0;
Bizkaia;BEDIA;92;1;1;"	U";893;615;6;609;6;603;278;342;188;27;26;8;3;5;1;2;1;0;0;0;
Bizkaia;BERANGO;16;1;1;"	A";571;374;3;371;1;370;197;147;122;37;28;17;9;5;2;2;0;0;1;0;
Bizkaia;BERANGO;16;1;1;"	B";528;352;5;347;3;344;176;126;111;35;38;16;5;6;4;1;0;1;1;0;
Bizkaia;BERANGO;16;1;2;"	A";668;467;4;463;8;455;201;224;136;31;27;15;13;5;3;0;0;1;0;0;
Bizkaia;BERANGO;16;1;2;"	B";644;458;2;456;8;448;186;189;135;41;49;14;13;3;1;2;0;1;0;0;
