TH;AMBITO;CODMUN;DISTRITO;SECCION;MESA;CENSO;VOTOS;NULOS;VALIDOS;BLANCOS;VOTOS_CANDIDATOS;ABSTENCION;EAJ-PNV;EH BILDU;PSE-EE/PSOE;PP;SUMAR;PODEMOS-AHAL DUGU - ALIANZA VERDE;VOX;PACMA;EB-AZ;PUM+J;IZAN;PCTE / ELAK;PH;O.E.
?lava;AGURAIN/SALVATIERRA;51;1;1;"	A";538;359;3;356;;356;179;101;199;20;16;4;9;4;1;2;0;;;;0
?lava;AGURAIN/SALVATIERRA;51;1;1;"	B";586;351;4;347;6;341;235;107;169;27;17;11;2;6;2;0;0;;;;0
?lava;AGURAIN/SALVATIERRA;51;1;2;"	A";671;389;;389;8;381;282;120;211;21;10;9;3;4;3;0;0;;;;0
?lava;AGURAIN/SALVATIERRA;51;1;2;"	B";791;490;3;487;7;480;301;130;278;19;14;17;11;7;4;0;0;;;;0
?lava;AGURAIN/SALVATIERRA;51;1;3;"	A";471;244;1;243;3;240;227;94;87;23;14;7;5;8;2;0;0;;;;0
?lava;AGURAIN/SALVATIERRA;51;1;3;"	B";564;318;2;316;;316;246;131;121;23;18;4;3;15;0;0;1;;;;0
?lava;ALEGR?A-DULANTZI;1;1;1;"	A";508;300;1;299;2;297;208;97;101;36;26;9;6;16;2;3;0;;;;1
?lava;ALEGR?A-DULANTZI;1;1;1;"	B";531;310;6;304;2;302;221;115;94;35;24;8;9;14;1;1;1;;;;0
?lava;ALEGR?A-DULANTZI;1;1;2;"	A";557;328;3;325;1;324;229;107;118;49;16;11;7;14;1;1;0;;;;0
?lava;ALEGR?A-DULANTZI;1;1;2;"	B";532;284;5;279;8;271;248;93;88;40;18;7;13;12;0;0;0;;;;0
?lava;AMURRIO;2;1;1;"	A";618;431;4;427;3;424;187;145;163;48;24;19;3;17;1;4;0;;;;0
?lava;AMURRIO;2;1;1;"	B";555;397;4;393;4;389;158;137;141;48;27;16;7;8;2;2;0;;;;1
?lava;AMURRIO;2;1;1;"	C";281;191;2;189;3;186;90;78;73;12;8;3;5;2;3;0;1;;;;1
?lava;AMURRIO;2;1;2;"	A";562;393;1;392;4;388;169;128;160;37;26;12;13;7;1;4;0;;;;0
?lava;AMURRIO;2;1;2;"	B";516;336;2;334;4;330;180;121;129;32;24;7;4;9;4;0;0;;;;0
?lava;AMURRIO;2;1;2;"	C";209;148;2;146;4;142;61;56;72;4;4;2;2;1;0;1;0;;;;0
?lava;AMURRIO;2;1;3;"	A";569;393;4;389;;389;176;137;180;30;17;5;10;5;2;2;0;;;;1
?lava;AMURRIO;2;1;3;"	B";537;375;2;373;6;367;162;134;165;22;22;5;10;5;1;2;0;;;;1
?lava;AMURRIO;2;1;4;"	A";677;458;4;454;7;447;219;195;153;43;23;12;10;8;2;0;0;;;;1
?lava;AMURRIO;2;1;4;"	B";737;505;3;502;6;496;232;168;215;55;25;13;11;7;2;0;0;;;;0
?lava;AMURRIO;2;1;5;"	A";453;302;5;297;2;295;151;114;95;45;15;7;6;8;3;2;0;;;;0
?lava;AMURRIO;2;1;5;"	B";460;289;3;286;5;281;171;102;90;45;13;9;9;12;1;0;0;;;;0
?lava;AMURRIO;2;1;6;"	A";501;335;3;332;1;331;166;133;125;32;10;7;11;7;2;2;0;;;;2
?lava;AMURRIO;2;1;6;"	B";513;328;6;322;3;319;185;99;135;36;12;8;15;11;2;0;1;;;;0
?lava;AMURRIO;2;1;7;"	U";716;453;3;450;5;445;263;175;157;50;23;15;12;9;4;0;0;;;;0
?lava;A?ANA;49;1;1;"	U";126;91;1;90;2;88;35;29;35;6;9;3;1;2;2;0;1;;;;0
?lava;ARAMAIO;3;1;1;"	A";529;338;15;323;3;320;191;101;197;5;1;7;7;0;2;0;0;;;;0
?lava;ARAMAIO;3;1;1;"	B";609;377;13;364;3;361;232;97;218;11;1;10;16;5;0;1;1;;;;1
?lava;ARMI??N;6;1;1;"	U";193;112;5;107;2;105;81;35;26;11;18;3;0;10;1;1;0;;;;0
?lava;ARRAIA-MAEZTU;37;1;1;"	U";632;420;8;412;7;405;212;171;144;14;47;7;13;8;1;0;0;;;;0
?lava;ARRATZUA-UBARRUNDIA;8;1;1;"	A";420;240;2;238;1;237;180;85;84;23;25;8;4;7;0;0;1;;;;0
?lava;ARRATZUA-UBARRUNDIA;8;1;1;"	B";429;276;6;270;5;265;153;83;101;33;28;3;4;7;2;4;0;;;;0
?lava;ARTZINIEGA;4;1;1;"	A";693;466;10;456;5;451;227;174;173;35;39;10;4;12;4;0;0;;;;0
?lava;ARTZINIEGA;4;1;1;"	B";734;495;8;487;11;476;239;178;198;38;32;10;11;5;3;0;0;;;;1
?lava;ASPARRENA;9;1;1;"	A";604;408;2;406;5;401;196;113;230;23;11;7;8;4;1;2;0;;;;2
?lava;ASPARRENA;9;1;1;"	B";678;457;4;453;1;452;221;146;230;34;8;12;11;7;2;0;1;;;;1
?lava;AYALA/AIARA;10;1;1;"	A";467;307;3;304;7;297;160;142;109;11;18;5;5;5;0;0;2;;;;0
?lava;AYALA/AIARA;10;1;1;"	B";511;330;9;321;3;318;181;141;117;20;17;6;4;10;2;0;1;;;;0
?lava;AYALA/AIARA;10;1;1;"	C";451;313;5;308;3;305;138;136;119;15;21;6;4;4;0;0;0;;;;0
?lava;AYALA/AIARA;10;1;2;"	A";457;291;4;287;3;284;166;99;138;26;8;7;3;1;1;1;0;;;;0
?lava;AYALA/AIARA;10;1;2;"	B";448;304;10;294;8;286;144;103;127;21;9;9;5;7;2;2;1;;;;0
?lava;BA?OS DE EBRO/MA?UETA;11;1;1;"	U";223;167;7;160;5;155;56;69;7;12;56;2;0;8;0;1;0;;;;0
?lava;BARRUNDIA;13;1;1;"	U";738;442;3;439;2;437;296;122;230;26;28;12;8;7;2;2;0;;;;0
?lava;BERANTEVILLA;14;1;1;"	U";372;246;1;245;3;242;126;93;65;20;45;8;3;7;1;0;0;;;;0
?lava;BERNEDO;16;1;1;"	U";456;234;1;233;5;228;222;69;88;23;29;8;4;2;3;1;1;;;;0
?lava;CAMPEZO/KANPEZU;17;1;1;"	U";877;547;5;542;4;538;330;180;230;34;55;15;10;9;2;0;0;;;;3
?lava;ELBURGO/BURGELU;21;1;1;"	U";511;295;6;289;3;286;216;110;75;16;45;6;4;22;4;2;2;;;;0
?lava;ELCIEGO;22;1;1;"	U";724;498;13;485;3;482;226;152;75;113;105;14;10;10;0;2;1;;;;0
?lava;ELVILLAR/BILAR;23;1;1;"	U";259;181;5;176;;176;78;88;45;6;31;1;1;3;1;0;0;;;;0
?lava;ERRIBERAGOITIA/RIBERA ALTA;46;1;1;"	U";687;423;9;414;6;408;264;161;118;32;52;8;12;20;4;1;0;;;;0
?lava;HARANA/VALLE DE ARANA;56;1;1;"	U";189;112;2;110;1;109;77;47;38;2;11;4;1;5;0;1;0;;;;0
?lava;IRU?A OKA/IRU?A DE OCA;901;1;1;"	A";576;317;2;315;2;313;259;85;82;71;39;8;2;20;3;3;0;;;;0
?lava;IRU?A OKA/IRU?A DE OCA;901;1;1;"	B";640;370;8;362;2;360;270;90;81;87;46;14;8;25;4;5;0;;;;0
?lava;IRU?A OKA/IRU?A DE OCA;901;1;1;"	C";660;375;7;368;5;363;285;92;86;84;60;8;10;18;3;1;1;;;;0
?lava;IRU?A OKA/IRU?A DE OCA;901;1;2;"	U";714;373;6;367;2;365;341;83;122;55;68;16;6;13;1;0;1;;;;0
?lava;IRURAIZ-GAUNA;27;1;1;"	U";467;271;6;265;4;261;196;86;111;17;24;7;8;5;1;0;1;;;;1
?lava;KRIPAN;19;1;1;"	U";153;114;1;113;1;112;39;76;21;1;10;2;2;0;0;0;0;;;;0
?lava;KUARTANGO;20;1;1;"	U";332;228;2;226;;226;104;75;111;6;18;4;2;6;2;2;0;;;;0
?lava;LABASTIDA/BASTIDA;28;1;1;"	A";587;350;4;346;4;342;237;70;111;42;96;6;8;8;0;0;1;;;;0
?lava;LABASTIDA/BASTIDA;28;1;1;"	B";563;353;7;346;1;345;210;78;109;54;70;8;10;14;1;1;0;;;;0
?lava;LAGR?N;30;1;1;"	U";148;103;;103;;103;45;34;35;3;21;5;1;2;1;1;0;;;;0
?lava;LAGUARDIA;31;1;1;"	A";525;387;7;380;2;378;138;114;103;26;115;3;3;12;2;0;0;;;;0
?lava;LAGUARDIA;31;1;1;"	B";592;439;7;432;4;428;153;129;113;32;133;2;4;14;0;1;0;;;;0
?lava;LANCIEGO/LANTZIEGO;32;1;1;"	U";485;323;8;315;;315;162;131;78;57;41;1;2;3;1;1;0;;;;0
?lava;LANTAR?N;902;1;1;"	A";388;228;3;225;1;224;160;82;50;19;52;8;1;6;2;0;0;;;;4
?lava;LANTAR?N;902;1;1;"	B";376;192;1;191;;191;184;57;55;27;37;5;5;4;0;1;0;;;;0
?lava;LAPUEBLA DE LABARCA;33;1;1;"	U";635;445;6;439;7;432;190;216;88;39;64;5;1;12;3;3;1;;;;0
?lava;LAUDIO/LLODIO;36;1;1;"	A";615;430;4;426;5;421;185;196;133;31;37;4;7;11;1;0;0;;;;1
?lava;LAUDIO/LLODIO;36;1;1;"	B";680;481;2;479;3;476;199;180;150;61;52;7;13;9;3;0;0;;;;1
?lava;LAUDIO/LLODIO;36;1;2;"	A";716;452;9;443;6;437;264;169;149;61;18;13;12;9;2;2;2;;;;0
?lava;LAUDIO/LLODIO;36;1;2;"	B";681;454;8;446;5;441;227;192;125;59;22;14;7;16;6;0;0;;;;0
?lava;LAUDIO/LLODIO;36;1;3;"	A";604;372;2;370;5;365;232;112;163;41;17;11;5;13;2;1;0;;;;0
?lava;LAUDIO/LLODIO;36;1;3;"	B";700;431;3;428;3;425;269;128;176;64;15;15;6;12;4;4;0;;;;1
?lava;LAUDIO/LLODIO;36;1;4;"	A";439;263;3;260;1;259;176;92;87;25;13;18;9;13;2;0;0;;;;0
?lava;LAUDIO/LLODIO;36;1;4;"	B";502;312;4;308;2;306;190;110;113;35;16;11;10;7;3;0;0;;;;1
?lava;LAUDIO/LLODIO;36;1;5;"	A";685;410;2;408;4;404;275;115;172;46;25;15;11;11;5;1;2;;;;1
?lava;LAUDIO/LLODIO;36;1;5;"	B";814;475;6;469;6;463;339;126;220;53;22;11;14;9;4;2;0;;;;2
?lava;LAUDIO/LLODIO;36;1;6;"	A";873;565;8;557;3;554;308;225;185;63;40;12;13;13;1;0;2;;;;0
?lava;LAUDIO/LLODIO;36;1;6;"	B";829;581;6;575;8;567;248;242;163;67;45;18;15;12;3;1;1;;;;0
?lava;LAUDIO/LLODIO;36;1;7;"	A";461;320;1;319;2;317;141;112;98;50;36;8;4;8;0;0;0;;;;1
?lava;LAUDIO/LLODIO;36;1;7;"	B";452;314;1;313;4;309;138;112;94;51;23;11;6;9;1;1;0;;;;1
?lava;LAUDIO/LLODIO;36;1;8;"	A";444;269;5;264;3;261;175;85;82;42;22;6;11;9;0;3;1;;;;0
?lava;LAUDIO/LLODIO;36;1;8;"	B";490;300;1;299;4;295;190;116;91;47;16;11;7;4;0;3;0;;;;0
?lava;LAUDIO/LLODIO;36;1;9;"	A";469;340;4;336;1;335;129;120;135;34;20;4;3;10;6;1;2;;;;0
?lava;LAUDIO/LLODIO;36;1;9;"	B";425;297;7;290;;290;128;111;115;26;22;6;4;2;2;2;0;;;;0
?lava;LAUDIO/LLODIO;36;1;10;"	A";742;468;7;461;5;456;274;162;200;44;19;12;7;9;2;1;0;;;;0
?lava;LAUDIO/LLODIO;36;1;10;"	B";777;498;10;488;7;481;279;173;177;61;31;10;13;10;3;2;0;;;;1
?lava;LAUDIO/LLODIO;36;1;11;"	U";602;383;3;380;3;377;219;130;178;31;11;12;5;4;5;1;0;;;;0
?lava;LAUDIO/LLODIO;36;1;12;"	U";518;335;3;332;4;328;183;90;133;57;21;19;4;3;1;0;0;;;;0
?lava;LAUDIO/LLODIO;36;1;13;"	A";442;280;3;277;2;275;162;118;91;32;12;11;7;3;0;1;0;;;;0
?lava;LAUDIO/LLODIO;36;1;13;"	B";457;295;;295;4;291;162;111;97;31;16;18;1;11;3;3;0;;;;0
?lava;LEGUTIO;58;1;1;"	A";724;405;3;402;;402;319;128;201;24;25;5;12;7;0;0;0;;;;0
?lava;LEGUTIO;58;1;1;"	B";770;447;4;443;9;434;323;95;228;47;24;15;13;9;1;0;0;;;;2
?lava;LEZA;34;1;1;"	U";153;107;1;106;;106;46;38;38;19;5;3;3;0;0;0;0;;;;0
?lava;MOREDA DE ?LAVA/MOREDA ARABA;39;1;1;"	U";185;129;;129;1;128;56;43;40;22;18;1;2;2;0;0;0;;;;0
?lava;MUNICIPIO CERA ARABA;999;1;1;"	U";8532;;;;;;8532;0;0;0;0;0;0;0;0;0;0;;;;0
?lava;NAVARIDAS;41;1;1;"	U";148;93;;93;2;91;55;42;9;3;29;3;1;3;0;1;0;;;;0
?lava;OKONDO;42;1;1;"	A";454;325;2;323;5;318;129;171;109;10;9;8;4;2;1;2;0;;;;2
?lava;OKONDO;42;1;1;"	B";483;352;2;350;8;342;131;176;139;4;11;6;2;1;0;0;2;;;;1
?lava;OY?N-OION;43;1;1;"	A";657;326;2;324;5;319;331;57;115;47;55;10;14;16;2;2;1;;;;0
?lava;OY?N-OION;43;1;1;"	B";616;317;5;312;4;308;299;74;100;42;64;11;9;5;2;1;0;;;;0
?lava;OY?N-OION;43;1;2;"	A";589;338;7;331;2;329;251;98;101;53;39;13;6;16;1;2;0;;;;0
?lava;OY?N-OION;43;1;2;"	B";558;341;7;334;1;333;217;97;92;61;53;4;12;13;1;0;0;;;;0
?lava;PE?ACERRADA-URIZAHARRA;44;1;1;"	U";261;167;2;165;2;163;94;41;64;23;17;3;8;5;1;1;0;;;;0
?lava;RIBERA BAJA/ERRIBERABEITIA;47;1;1;"	A";515;280;5;275;4;271;235;93;46;33;67;12;5;12;2;1;0;;;;0
?lava;RIBERA BAJA/ERRIBERABEITIA;47;1;1;"	B";555;317;3;314;;314;238;97;60;28;80;13;11;23;2;0;0;;;;0
?lava;SAMANIEGO;52;1;1;"	U";212;169;1;168;;168;43;67;66;25;5;3;1;1;0;0;0;;;;0
?lava;SAN MILL?N/DONEMILIAGA;53;1;1;"	U";599;376;4;372;7;365;223;118;186;8;25;6;12;5;3;0;1;;;;1
?lava;URKABUSTAIZ;54;1;1;"	A";518;350;3;347;4;343;168;90;196;18;15;14;6;4;0;0;0;;;;0
?lava;URKABUSTAIZ;54;1;1;"	B";547;368;5;363;1;362;179;89;204;26;19;14;5;3;0;0;0;;;;2
?lava;VALDEGOV?A/GAUBEA;55;1;1;"	A";462;289;2;287;3;284;173;115;87;23;40;5;5;8;0;1;0;;;;0
?lava;VALDEGOV?A/GAUBEA;55;1;1;"	B";441;258;2;256;8;248;183;95;79;24;30;7;4;7;1;1;0;;;;0
?lava;VILLABUENA DE ?LAVA/ESKUERNAGA;57;1;1;"	U";230;181;1;180;2;178;49;71;75;10;12;2;0;6;0;2;0;;;;0
?lava;VITORIA-GASTEIZ;59;1;1;"	A";466;272;3;269;5;264;194;44;106;35;37;12;9;12;3;2;3;;;;1
?lava;VITORIA-GASTEIZ;59;1;1;"	B";429;239;2;237;;237;190;59;85;29;34;10;7;8;2;1;1;;;;1
?lava;VITORIA-GASTEIZ;59;1;3;"	U";696;359;1;358;2;356;337;42;206;41;18;24;11;10;2;1;1;;;;0
?lava;VITORIA-GASTEIZ;59;1;4;"	A";677;363;5;358;3;355;314;60;182;39;25;23;12;12;1;0;0;;;;1
?lava;VITORIA-GASTEIZ;59;1;4;"	B";701;389;2;387;6;381;312;61;176;50;41;16;14;17;3;1;2;;;;0
?lava;VITORIA-GASTEIZ;59;1;5;"	A";546;294;2;292;5;287;252;42;144;37;22;16;11;5;9;0;1;;;;0
?lava;VITORIA-GASTEIZ;59;1;5;"	B";522;305;2;303;4;299;217;39;163;41;21;11;11;10;3;0;0;;;;0
?lava;VITORIA-GASTEIZ;59;1;8;"	A";436;215;2;213;;213;221;54;79;23;28;10;9;8;2;0;0;;;;0
?lava;VITORIA-GASTEIZ;59;1;8;"	B";431;232;;232;1;231;199;50;89;30;32;11;10;6;1;2;0;;;;0
?lava;VITORIA-GASTEIZ;59;1;10;"	A";485;278;3;275;1;274;207;50;108;39;40;9;15;9;4;0;0;;;;0
?lava;VITORIA-GASTEIZ;59;1;10;"	B";545;321;3;318;1;317;224;60;148;32;43;14;6;7;4;1;2;;;;0
?lava;VITORIA-GASTEIZ;59;1;12;"	A";451;291;1;290;2;288;160;90;63;36;64;8;7;16;1;2;1;;;;0
?lava;VITORIA-GASTEIZ;59;1;12;"	B";454;325;3;322;2;320;129;97;78;27;79;9;8;18;2;0;0;;;;2
?lava;VITORIA-GASTEIZ;59;1;13;"	A";690;440;1;439;2;437;250;155;66;42;138;16;4;16;0;0;0;;;;0
?lava;VITORIA-GASTEIZ;59;1;13;"	B";709;445;2;443;6;437;264;129;67;55;143;7;10;20;4;1;1;;;;0
?lava;VITORIA-GASTEIZ;59;1;14;"	A";478;305;3;302;2;300;173;94;58;39;87;3;5;13;0;0;1;;;;0
?lava;VITORIA-GASTEIZ;59;1;14;"	B";461;283;3;280;4;276;178;78;51;29;87;9;4;15;1;1;0;;;;1
?lava;VITORIA-GASTEIZ;59;1;15;"	U";835;521;1;520;1;519;314;151;105;61;151;11;12;25;0;3;0;;;;0
?lava;VITORIA-GASTEIZ;59;1;17;"	A";672;446;;446;4;442;226;149;45;35;168;10;3;25;2;3;1;;;;1
?lava;VITORIA-GASTEIZ;59;1;17;"	B";683;455;4;451;4;447;228;132;70;46;162;7;7;17;2;3;1;;;;0
?lava;VITORIA-GASTEIZ;59;1;18;"	A";647;437;2;435;;435;210;129;74;56;133;10;10;20;1;2;0;;;;0
?lava;VITORIA-GASTEIZ;59;1;18;"	B";599;379;4;375;;375;220;103;84;40;112;10;8;17;0;0;1;;;;0
?lava;VITORIA-GASTEIZ;59;1;19;"	A";732;410;7;403;3;400;322;89;119;89;59;14;12;14;1;3;0;;;;0
?lava;VITORIA-GASTEIZ;59;1;19;"	B";728;437;7;430;1;429;291;98;120;85;70;16;12;18;4;4;2;;;;0
?lava;VITORIA-GASTEIZ;59;1;21;"	A";741;480;2;478;1;477;261;133;92;63;141;10;15;15;2;3;3;;;;0
?lava;VITORIA-GASTEIZ;59;1;21;"	B";812;540;5;535;3;532;272;157;117;73;129;17;11;19;2;5;1;;;;1
?lava;VITORIA-GASTEIZ;59;1;23;"	A";628;323;3;320;3;317;305;64;111;54;51;11;6;18;2;0;0;;;;0
?lava;VITORIA-GASTEIZ;59;1;23;"	B";624;334;3;331;1;330;290;68;129;41;38;16;20;14;2;0;2;;;;0
?lava;VITORIA-GASTEIZ;59;1;25;"	A";454;210;2;208;1;207;244;39;43;51;48;11;8;6;0;0;1;;;;0
?lava;VITORIA-GASTEIZ;59;1;25;"	B";521;256;2;254;1;253;265;49;82;41;46;13;8;8;2;2;1;;;;1
?lava;VITORIA-GASTEIZ;59;1;26;"	A";405;204;2;202;;202;201;46;61;43;32;6;6;5;1;2;0;;;;0
?lava;VITORIA-GASTEIZ;59;1;26;"	B";449;219;5;214;2;212;230;44;64;50;31;10;4;5;3;0;1;;;;0
?lava;VITORIA-GASTEIZ;59;1;27;"	A";436;222;2;220;;220;214;49;42;51;48;6;9;12;0;0;0;;;;3
?lava;VITORIA-GASTEIZ;59;1;27;"	B";400;207;;207;1;206;193;45;50;48;41;12;4;3;0;1;1;;;;1
?lava;VITORIA-GASTEIZ;59;1;29;"	U";742;355;5;350;1;349;387;61;100;74;71;9;12;11;7;2;2;;;;0
?lava;VITORIA-GASTEIZ;59;1;30;"	U";790;525;4;521;3;518;265;138;81;87;156;17;16;20;0;1;1;;;;1
?lava;VITORIA-GASTEIZ;59;1;31;"	A";690;412;1;411;2;409;278;89;68;111;99;11;11;14;5;1;0;;;;0
?lava;VITORIA-GASTEIZ;59;1;31;"	B";719;438;5;433;2;431;281;89;95;86;111;21;6;17;3;2;0;;;;1
?lava;VITORIA-GASTEIZ;59;1;33;"	A";455;280;4;276;4;272;175;54;48;69;76;3;5;16;1;0;0;;;;0
?lava;VITORIA-GASTEIZ;59;1;33;"	B";486;309;2;307;2;305;177;73;43;74;88;5;11;7;2;1;1;;;;0
?lava;VITORIA-GASTEIZ;59;1;35;"	U";736;403;6;397;1;396;333;82;70;103;93;9;13;16;5;1;3;;;;1
?lava;VITORIA-GASTEIZ;59;1;36;"	U";770;428;3;425;2;423;342;88;57;134;109;16;9;6;1;0;2;;;;1
?lava;VITORIA-GASTEIZ;59;1;37;"	A";645;356;5;351;1;350;289;66;68;118;79;0;4;10;3;0;2;;;;0
?lava;VITORIA-GASTEIZ;59;1;37;"	B";592;336;4;332;2;330;256;63;69;90;82;9;5;8;1;2;1;;;;0
?lava;VITORIA-GASTEIZ;59;1;39;"	A";447;258;1;257;2;255;189;66;52;52;58;7;5;12;1;0;1;;;;1
?lava;VITORIA-GASTEIZ;59;1;39;"	B";467;298;1;297;6;291;169;65;60;72;71;7;5;10;1;0;0;;;;0
?lava;VITORIA-GASTEIZ;59;1;40;"	U";718;414;4;410;3;407;304;93;73;90;107;19;2;15;4;2;2;;;;0
?lava;VITORIA-GASTEIZ;59;2;1;"	A";552;383;5;378;6;372;169;138;69;39;99;1;5;17;3;0;0;;;;1
?lava;VITORIA-GASTEIZ;59;2;1;"	B";532;357;2;355;1;354;175;122;60;40;107;5;3;14;2;1;0;;;;0
?lava;VITORIA-GASTEIZ;59;2;2;"	A";583;402;1;401;4;397;181;121;42;54;154;2;9;13;1;0;0;;;;1
?lava;VITORIA-GASTEIZ;59;2;2;"	B";619;451;1;450;9;441;168;150;39;59;162;9;12;9;1;0;0;;;;0
?lava;VITORIA-GASTEIZ;59;2;3;"	A";402;262;1;261;3;258;140;68;47;38;76;7;6;11;2;2;0;;;;1
?lava;VITORIA-GASTEIZ;59;2;3;"	B";413;286;3;283;2;281;127;66;51;56;69;11;10;10;5;3;0;;;;0
?lava;VITORIA-GASTEIZ;59;2;4;"	A";588;381;1;380;2;378;207;104;79;67;102;10;5;10;1;0;0;;;;0
?lava;VITORIA-GASTEIZ;59;2;4;"	B";605;421;5;416;8;408;184;126;70;64;114;11;6;12;3;2;0;;;;0
?lava;VITORIA-GASTEIZ;59;2;5;"	U";789;522;4;518;5;513;267;115;148;77;110;29;14;17;2;1;0;;;;0
?lava;VITORIA-GASTEIZ;59;2;6;"	A";553;376;2;374;5;369;177;107;99;60;65;14;8;10;2;3;1;;;;0
?lava;VITORIA-GASTEIZ;59;2;6;"	B";492;339;;339;1;338;153;82;86;52;58;23;9;21;2;3;1;;;;1
?lava;VITORIA-GASTEIZ;59;2;8;"	A";450;330;1;329;4;325;120;90;47;56;107;8;6;9;0;2;0;;;;0
?lava;VITORIA-GASTEIZ;59;2;8;"	B";484;339;2;337;1;336;145;66;60;70;102;11;3;19;3;2;0;;;;0
?lava;VITORIA-GASTEIZ;59;2;9;"	U";832;487;2;485;6;479;345;111;87;111;118;12;12;24;2;0;1;;;;1
?lava;VITORIA-GASTEIZ;59;2;10;"	A";546;387;;387;6;381;159;107;72;77;94;6;6;16;2;0;1;;;;0
?lava;VITORIA-GASTEIZ;59;2;10;"	B";500;355;5;350;5;345;145;78;72;75;82;15;9;8;3;1;2;;;;0
?lava;VITORIA-GASTEIZ;59;2;11;"	A";441;288;1;287;2;285;153;81;50;62;67;10;5;7;1;1;1;;;;0
?lava;VITORIA-GASTEIZ;59;2;11;"	B";446;298;2;296;4;292;148;69;51;48;83;16;8;13;3;0;1;;;;0
?lava;VITORIA-GASTEIZ;59;2;12;"	A";640;412;2;410;2;408;228;110;116;69;79;12;10;10;0;2;0;;;;0
?lava;VITORIA-GASTEIZ;59;2;12;"	B";662;454;1;453;4;449;208;115;105;85;99;18;9;16;0;2;0;;;;0
?lava;VITORIA-GASTEIZ;59;2;14;"	A";453;287;2;285;4;281;166;76;59;56;65;5;11;5;0;4;0;;;;0
?lava;VITORIA-GASTEIZ;59;2;14;"	B";440;283;3;280;2;278;157;63;59;55;69;15;12;5;0;0;0;;;;0
?lava;VITORIA-GASTEIZ;59;2;15;"	U";701;430;6;424;2;422;271;86;94;120;87;8;4;19;2;1;1;;;;0
?lava;VITORIA-GASTEIZ;59;2;16;"	A";643;357;5;352;2;350;286;70;95;79;60;21;8;13;1;1;1;;;;1
?lava;VITORIA-GASTEIZ;59;2;16;"	B";675;362;3;359;3;356;313;67;108;70;57;25;10;16;2;0;0;;;;1
?lava;VITORIA-GASTEIZ;59;2;17;"	A";662;424;5;419;4;415;238;99;95;86;93;6;16;14;2;3;1;;;;0
?lava;VITORIA-GASTEIZ;59;2;17;"	B";708;446;3;443;;443;262;115;94;90;85;23;12;17;1;4;1;;;;1
?lava;VITORIA-GASTEIZ;59;2;18;"	A";595;383;1;382;6;376;212;102;69;62;114;13;2;12;0;0;2;;;;0
?lava;VITORIA-GASTEIZ;59;2;18;"	B";609;408;2;406;5;401;201;106;59;85;119;10;4;13;2;2;0;;;;1
?lava;VITORIA-GASTEIZ;59;2;19;"	A";654;474;3;471;6;465;180;138;75;72;140;17;5;15;1;0;1;;;;1
?lava;VITORIA-GASTEIZ;59;2;19;"	B";716;502;4;498;2;496;214;144;76;91;158;9;3;12;1;1;0;;;;1
?lava;VITORIA-GASTEIZ;59;2;21;"	A";550;378;;378;8;370;172;117;57;57;105;9;9;15;0;0;1;;;;0
?lava;VITORIA-GASTEIZ;59;2;21;"	B";608;425;3;422;3;419;183;128;72;73;112;10;7;11;0;5;1;;;;0
?lava;VITORIA-GASTEIZ;59;2;22;"	A";475;326;;326;2;324;149;94;65;48;82;14;10;6;2;0;3;;;;0
?lava;VITORIA-GASTEIZ;59;2;22;"	B";513;363;5;358;5;353;150;121;64;59;74;10;10;15;0;0;0;;;;0
?lava;VITORIA-GASTEIZ;59;2;23;"	A";493;345;1;344;4;340;148;101;77;68;66;10;9;8;1;0;0;;;;0
?lava;VITORIA-GASTEIZ;59;2;23;"	B";515;354;3;351;3;348;161;98;72;82;65;12;8;4;4;1;2;;;;0
?lava;VITORIA-GASTEIZ;59;2;24;"	A";620;394;1;393;2;391;226;99;101;72;84;12;16;6;0;1;0;;;;0
?lava;VITORIA-GASTEIZ;59;2;24;"	B";594;402;3;399;7;392;192;108;86;82;79;15;12;9;0;1;0;;;;0
?lava;VITORIA-GASTEIZ;59;2;25;"	A";713;493;;493;;493;220;98;135;95;105;21;13;21;0;2;3;;;;0
?lava;VITORIA-GASTEIZ;59;2;25;"	B";711;505;6;499;1;498;206;104;123;99;111;24;11;21;2;2;1;;;;0
?lava;VITORIA-GASTEIZ;59;2;26;"	A";400;254;1;253;1;252;146;51;56;46;64;6;7;18;3;0;1;;;;0
?lava;VITORIA-GASTEIZ;59;2;26;"	B";429;282;3;279;2;277;147;56;80;41;63;16;4;9;5;0;3;;;;0
?lava;VITORIA-GASTEIZ;59;2;27;"	A";501;332;1;331;6;325;169;85;84;53;77;11;1;12;1;1;0;;;;0
?lava;VITORIA-GASTEIZ;59;2;27;"	B";552;334;1;333;6;327;218;80;78;62;64;16;11;14;1;0;1;;;;0
?lava;VITORIA-GASTEIZ;59;2;28;"	U";775;342;1;341;;341;433;60;107;76;48;14;9;15;7;2;2;;;;1
?lava;VITORIA-GASTEIZ;59;2;30;"	A";457;298;1;297;2;295;159;69;92;55;32;18;9;13;2;5;0;;;;0
?lava;VITORIA-GASTEIZ;59;2;30;"	B";560;356;6;350;7;343;204;82;100;55;53;19;12;18;2;1;0;;;;1
?lava;VITORIA-GASTEIZ;59;2;31;"	A";466;274;;274;4;270;192;50;77;64;43;14;10;10;1;0;1;;;;0
