TH;CODMUN;AMBITO;DISTRITO;SECCION;MESA;CENSO;VOTANTES;NULOS;VALIDOS;BLANCOS;VOTOS_CANDIDATOS;ABSTENCIONES;EAJ-PNV;PP;HB;U.AL.;EA;EB;PSE-EE/PSOE;CNPS
ARABA-?LAVA;59;VITORIA-GASTEIZ;4;22;B;688;403;7;396;9;387;285;76;35;50;84;29;36;76;1
ARABA-?LAVA;59;VITORIA-GASTEIZ;4;23;U;810;496;1;495;10;485;314;122;43;69;70;45;64;72;0
ARABA-?LAVA;59;VITORIA-GASTEIZ;4;24;A;720;415;3;412;5;407;305;84;60;43;81;29;42;67;1
ARABA-?LAVA;59;VITORIA-GASTEIZ;4;24;B;708;449;2;447;9;438;259;99;65;39;88;32;47;68;0
ARABA-?LAVA;59;VITORIA-GASTEIZ;4;25;U;895;509;2;507;10;497;386;82;65;51;108;28;61;101;1
ARABA-?LAVA;59;VITORIA-GASTEIZ;4;26;U;709;417;3;414;7;407;292;85;48;28;102;24;44;75;1
ARABA-?LAVA;59;VITORIA-GASTEIZ;4;27;U;1043;652;0;652;10;642;391;102;80;46;148;36;86;142;2
ARABA-?LAVA;59;VITORIA-GASTEIZ;4;28;A;795;480;1;479;6;473;315;80;70;40;112;15;57;98;1
ARABA-?LAVA;59;VITORIA-GASTEIZ;4;28;B;764;484;2;482;3;479;280;58;66;31;98;58;58;110;0
ARABA-?LAVA;59;VITORIA-GASTEIZ;4;29;A;603;355;1;354;8;346;248;59;44;42;76;27;50;47;1
ARABA-?LAVA;59;VITORIA-GASTEIZ;4;29;B;682;381;1;380;9;371;301;67;43;40;76;33;54;57;1
ARABA-?LAVA;59;VITORIA-GASTEIZ;4;30;A;763;426;7;419;6;413;337;71;40;30;79;25;69;98;1
ARABA-?LAVA;59;VITORIA-GASTEIZ;4;30;B;779;435;1;434;8;426;344;82;41;42;80;18;69;92;2
ARABA-?LAVA;59;VITORIA-GASTEIZ;4;31;U;1070;627;0;627;14;613;443;99;93;52;109;39;96;123;2
ARABA-?LAVA;59;VITORIA-GASTEIZ;4;32;U;795;467;4;463;16;447;328;85;50;37;97;30;57;90;1
ARABA-?LAVA;59;VITORIA-GASTEIZ;4;33;U;780;439;8;431;7;424;341;44;37;48;78;18;51;143;5
ARABA-?LAVA;59;VITORIA-GASTEIZ;4;34;U;813;524;1;523;8;515;289;99;62;66;127;49;63;46;3
ARABA-?LAVA;59;VITORIA-GASTEIZ;4;35;U;728;440;4;436;11;425;288;80;47;31;117;25;45;78;2
ARABA-?LAVA;59;VITORIA-GASTEIZ;5;1;U;626;373;3;370;6;364;253;76;68;34;60;45;32;49;0
ARABA-?LAVA;59;VITORIA-GASTEIZ;5;2;A;578;365;4;361;7;354;213;53;43;35;77;25;46;73;2
ARABA-?LAVA;59;VITORIA-GASTEIZ;5;2;B;615;367;9;358;7;351;248;52;38;50;83;31;37;58;2
ARABA-?LAVA;59;VITORIA-GASTEIZ;5;3;U;777;478;2;476;9;467;299;77;68;49;121;34;47;70;1
ARABA-?LAVA;59;VITORIA-GASTEIZ;5;4;U;678;452;5;447;10;437;226;91;99;27;100;53;32;35;0
ARABA-?LAVA;59;VITORIA-GASTEIZ;5;5;U;725;495;2;493;8;485;230;114;129;20;132;34;24;30;2
ARABA-?LAVA;59;VITORIA-GASTEIZ;5;6;A;669;453;2;451;9;442;216;104;86;37;90;42;28;53;2
ARABA-?LAVA;59;VITORIA-GASTEIZ;5;6;B;643;397;1;396;7;389;246;67;85;25;85;54;25;48;0
ARABA-?LAVA;59;VITORIA-GASTEIZ;5;7;U;966;636;2;634;9;625;330;124;107;69;158;73;39;55;0
ARABA-?LAVA;59;VITORIA-GASTEIZ;5;8;A;520;359;0;359;7;352;161;76;62;19;94;38;31;32;0
ARABA-?LAVA;59;VITORIA-GASTEIZ;5;8;B;585;366;0;366;9;357;219;66;88;28;95;30;27;22;1
ARABA-?LAVA;59;VITORIA-GASTEIZ;5;9;A;597;381;2;379;3;376;216;85;86;23;83;33;31;34;1
ARABA-?LAVA;59;VITORIA-GASTEIZ;5;9;B;618;389;1;388;5;383;229;85;88;33;87;29;31;30;0
ARABA-?LAVA;59;VITORIA-GASTEIZ;5;10;U;708;395;5;390;4;386;313;62;47;54;72;22;42;87;0
ARABA-?LAVA;59;VITORIA-GASTEIZ;5;11;U;905;519;1;518;7;511;386;96;72;78;70;36;64;92;3
ARABA-?LAVA;59;VITORIA-GASTEIZ;5;12;A;536;348;3;345;10;335;188;73;73;23;72;44;16;34;0
ARABA-?LAVA;59;VITORIA-GASTEIZ;5;12;B;515;360;2;358;2;356;155;76;98;23;78;37;18;26;0
ARABA-?LAVA;59;VITORIA-GASTEIZ;5;13;A;694;411;3;408;11;397;283;81;37;32;104;26;50;65;2
ARABA-?LAVA;59;VITORIA-GASTEIZ;5;13;B;784;459;8;451;5;446;325;83;51;33;127;34;54;63;1
ARABA-?LAVA;59;VITORIA-GASTEIZ;5;14;U;946;533;3;530;14;516;413;86;59;43;107;26;103;91;1
ARABA-?LAVA;59;VITORIA-GASTEIZ;5;15;U;717;408;1;407;6;401;309;70;53;47;85;27;51;67;1
ARABA-?LAVA;59;VITORIA-GASTEIZ;5;16;A;542;350;4;346;8;338;192;60;42;16;85;27;66;41;1
ARABA-?LAVA;59;VITORIA-GASTEIZ;5;16;B;665;391;2;389;5;384;274;73;33;43;103;27;55;49;1
ARABA-?LAVA;59;VITORIA-GASTEIZ;5;17;A;738;475;6;469;13;456;263;102;59;47;112;36;35;65;0
ARABA-?LAVA;59;VITORIA-GASTEIZ;5;17;B;818;500;4;496;8;488;318;98;66;51;120;41;44;67;1
ARABA-?LAVA;59;VITORIA-GASTEIZ;5;18;U;867;506;0;506;8;498;361;86;37;67;119;37;75;77;0
ARABA-?LAVA;59;VITORIA-GASTEIZ;5;19;U;881;487;6;481;6;475;394;83;65;51;90;25;69;90;2
ARABA-?LAVA;59;VITORIA-GASTEIZ;5;20;A;529;325;0;325;7;318;204;66;44;30;89;23;31;35;0
ARABA-?LAVA;59;VITORIA-GASTEIZ;5;20;B;546;350;2;348;5;343;196;58;54;28;86;19;49;47;2
ARABA-?LAVA;59;VITORIA-GASTEIZ;6;1;A;751;396;1;395;4;391;355;78;48;53;39;17;44;110;2
ARABA-?LAVA;59;VITORIA-GASTEIZ;6;1;B;800;405;11;394;8;386;395;60;58;33;64;20;37;113;1
ARABA-?LAVA;59;VITORIA-GASTEIZ;6;2;U;1003;615;2;613;12;601;388;103;90;40;157;50;58;103;0
ARABA-?LAVA;59;VITORIA-GASTEIZ;6;3;A;757;444;2;442;9;433;313;77;63;49;116;16;56;54;2
ARABA-?LAVA;59;VITORIA-GASTEIZ;6;3;B;863;481;1;480;9;471;382;65;67;41;132;19;56;90;1
ARABA-?LAVA;59;VITORIA-GASTEIZ;6;4;A;555;335;2;333;7;326;220;50;33;33;88;14;48;60;0
ARABA-?LAVA;59;VITORIA-GASTEIZ;6;4;B;544;322;2;320;6;314;222;53;28;35;79;15;61;41;2
ARABA-?LAVA;59;VITORIA-GASTEIZ;6;5;U;1006;523;2;521;4;517;483;88;66;54;62;33;75;137;2
ARABA-?LAVA;59;VITORIA-GASTEIZ;6;6;A;718;387;2;385;5;380;331;73;45;40;73;11;45;91;2
ARABA-?LAVA;59;VITORIA-GASTEIZ;6;6;B;704;380;2;378;9;369;324;62;60;32;75;17;47;74;2
ARABA-?LAVA;59;VITORIA-GASTEIZ;6;7;U;929;528;5;523;8;515;401;80;68;67;102;36;62;99;1
ARABA-?LAVA;59;VITORIA-GASTEIZ;6;8;A;757;429;2;427;10;417;328;64;81;39;99;17;51;64;2
ARABA-?LAVA;59;VITORIA-GASTEIZ;6;8;B;806;442;2;440;5;435;364;73;78;40;112;22;40;69;1
ARABA-?LAVA;59;VITORIA-GASTEIZ;6;9;U;715;392;4;388;9;379;323;54;51;41;78;31;44;80;0
ARABA-?LAVA;59;VITORIA-GASTEIZ;6;10;A;490;256;1;255;8;247;234;60;97;9;46;17;6;11;1
ARABA-?LAVA;59;VITORIA-GASTEIZ;6;10;B;462;223;2;221;3;218;239;50;56;3;64;19;6;20;0
ARABA-?LAVA;59;VITORIA-GASTEIZ;6;11;U;800;569;1;568;10;558;231;143;167;9;132;59;9;38;1
ARABA-?LAVA;59;VITORIA-GASTEIZ;6;12;A;871;559;4;555;11;544;312;99;83;31;117;24;66;124;0
ARABA-?LAVA;59;VITORIA-GASTEIZ;6;12;B;911;553;11;542;8;534;358;91;62;30;129;37;69;116;0
ARABA-?LAVA;59;VITORIA-GASTEIZ;6;13;U;989;583;4;579;15;564;406;116;65;45;94;25;63;155;1
ARABA-?LAVA;59;VITORIA-GASTEIZ;6;14;U;559;333;2;331;9;322;226;39;31;22;85;10;41;93;1
ARABA-?LAVA;59;VITORIA-GASTEIZ;6;15;A;570;335;0;335;9;326;235;66;54;32;80;13;25;55;1
ARABA-?LAVA;59;VITORIA-GASTEIZ;6;15;B;558;351;1;350;6;344;207;52;71;29;88;17;37;49;1
ARABA-?LAVA;59;VITORIA-GASTEIZ;6;16;U;682;402;0;402;7;395;280;72;69;35;93;26;33;67;0
ARABA-?LAVA;59;VITORIA-GASTEIZ;6;17;A;628;430;0;430;8;422;198;129;105;24;82;21;18;43;0
ARABA-?LAVA;59;VITORIA-GASTEIZ;6;17;B;615;432;1;431;6;425;183;116;99;19;107;35;20;29;0
ARABA-?LAVA;59;VITORIA-GASTEIZ;6;18;U;531;329;1;328;7;321;202;50;44;18;80;19;54;56;0
ARABA-?LAVA;59;VITORIA-GASTEIZ;6;19;U;690;409;1;408;6;402;281;77;65;28;89;14;55;73;1
ARABA-?LAVA;59;VITORIA-GASTEIZ;6;20;U;923;559;0;559;4;555;364;82;51;45;107;41;115;112;2
ARABA-?LAVA;59;VITORIA-GASTEIZ;6;21;U;550;345;6;339;6;333;205;67;58;26;64;15;50;52;1
ARABA-?LAVA;59;VITORIA-GASTEIZ;7;1;A;581;321;0;321;6;315;260;69;68;23;67;12;30;45;1
ARABA-?LAVA;59;VITORIA-GASTEIZ;7;1;B;506;256;0;256;6;250;250;57;52;24;71;17;15;11;3
ARABA-?LAVA;59;VITORIA-GASTEIZ;7;2;A;269;174;0;174;1;173;95;48;40;15;42;7;12;8;1
ARABA-?LAVA;59;VITORIA-GASTEIZ;7;2;B;965;493;3;490;5;485;472;123;93;32;88;42;36;70;1
ARABA-?LAVA;59;VITORIA-GASTEIZ;7;3;A;316;137;1;136;5;131;179;37;19;27;17;11;6;14;0
ARABA-?LAVA;59;VITORIA-GASTEIZ;7;3;B;458;235;2;233;2;231;223;61;44;35;61;10;8;12;0
ARABA-?LAVA;59;VITORIA-GASTEIZ;7;4;U;991;520;0;520;5;515;471;82;39;70;65;13;44;199;3
ARABA-?LAVA;59;VITORIA-GASTEIZ;7;5;U;669;325;3;322;6;316;344;37;22;31;33;4;33;156;0
ARABA-?LAVA;59;VITORIA-GASTEIZ;7;6;A;699;362;3;359;3;356;337;38;24;28;46;16;37;163;4
ARABA-?LAVA;59;VITORIA-GASTEIZ;7;6;B;657;370;3;367;4;363;287;54;19;33;51;6;44;156;0
ARABA-?LAVA;59;VITORIA-GASTEIZ;7;7;A;499;271;0;271;3;268;228;47;34;38;50;9;28;60;2
ARABA-?LAVA;59;VITORIA-GASTEIZ;7;7;B;554;316;1;315;5;310;238;57;42;42;59;15;27;67;1
ARABA-?LAVA;59;VITORIA-GASTEIZ;7;8;A;623;345;1;344;6;338;278;54;25;30;92;17;54;64;2
ARABA-?LAVA;59;VITORIA-GASTEIZ;7;8;B;618;325;1;324;6;318;293;54;37;28;77;13;51;55;3
ARABA-?LAVA;59;VITORIA-GASTEIZ;7;9;A;783;421;1;420;5;415;362;47;127;23;96;13;37;72;0
ARABA-?LAVA;59;VITORIA-GASTEIZ;7;9;B;780;436;1;435;5;430;344;49;111;36;96;11;64;63;0
ARABA-?LAVA;59;VITORIA-GASTEIZ;7;10;A;809;430;3;427;6;421;379;55;64;32;91;12;56;110;1
ARABA-?LAVA;59;VITORIA-GASTEIZ;7;10;B;861;443;2;441;2;439;418;56;65;32;103;11;72;99;1
ARABA-?LAVA;59;VITORIA-GASTEIZ;7;11;A;869;413;4;409;6;403;456;90;19;29;63;8;45;146;3
ARABA-?LAVA;59;VITORIA-GASTEIZ;7;11;B;663;333;3;330;11;319;330;32;28;33;60;8;47;109;2
ARABA-?LAVA;59;VITORIA-GASTEIZ;7;12;A;607;342;2;340;7;333;265;41;37;48;49;16;67;74;1
ARABA-?LAVA;59;VITORIA-GASTEIZ;7;12;B;636;332;0;332;6;326;304;45;28;27;71;13;72;68;2
ARABA-?LAVA;59;VITORIA-GASTEIZ;7;13;A;768;470;6;464;10;454;298;83;59;36;125;22;72;57;0
ARABA-?LAVA;59;VITORIA-GASTEIZ;7;13;B;728;419;3;416;9;407;309;77;51;36;96;17;71;59;0
ARABA-?LAVA;59;VITORIA-GASTEIZ;7;14;U;849;471;4;467;12;455;378;72;58;38;115;12;85;74;1
ARABA-?LAVA;59;VITORIA-GASTEIZ;7;15;A;760;455;4;451;5;446;305;62;47;40;121;31;56;89;0
ARABA-?LAVA;59;VITORIA-GASTEIZ;7;15;B;807;476;1;475;13;462;331;90;43;41;126;22;58;81;1
ARABA-?LAVA;59;VITORIA-GASTEIZ;7;16;U;866;458;4;454;1;453;408;76;54;17;119;18;69;100;0
ARABA-?LAVA;59;VITORIA-GASTEIZ;7;17;U;1119;592;1;591;7;584;527;100;46;52;132;16;84;153;1
ARABA-?LAVA;59;VITORIA-GASTEIZ;7;18;A;640;374;1;373;11;362;266;51;32;35;90;21;66;65;2
ARABA-?LAVA;59;VITORIA-GASTEIZ;7;18;B;613;351;1;350;7;343;262;48;28;36;87;19;51;74;0
ARABA-?LAVA;60;Y?CORA / IEKORA;1;1;U;209;159;2;157;0;157;50;86;16;2;34;2;2;15;0
ARABA-?LAVA;61;ZALDUONDO;1;1;U;109;70;0;70;1;69;39;25;3;17;4;4;5;10;1
ARABA-?LAVA;62;ZAMBRANA;1;1;U;290;209;1;208;1;207;81;110;17;2;49;2;17;10;0
ARABA-?LAVA;63;ZUIA;1;1;A;589;420;7;413;7;406;169;173;62;57;49;30;15;20;0
ARABA-?LAVA;63;ZUIA;1;1;B;551;382;1;381;3;378;169;152;74;54;35;31;12;20;0
ARABA-?LAVA;901;IRU?A OKA / IRU?A DE OCA;1;1;A;642;411;2;409;6;403;231;87;77;14;88;12;24;101;0
ARABA-?LAVA;901;IRU?A OKA / IRU?A DE OCA;1;1;B;651;420;1;419;16;403;231;86;101;19;69;10;36;82;0
ARABA-?LAVA;902;LANTAR?N;1;1;A;388;254;0;254;1;253;134;98;45;12;73;2;12;11;0
ARABA-?LAVA;902;LANTAR?N;1;1;B;329;215;1;214;1;213;114;87;35;7;48;3;10;23;0
ARABA-?LAVA;999;MUNICIPIO CERA ARABA;1;1;U;1182;269;0;269;1;268;913;56;64;14;20;28;16;66;4
GIPUZKOA;1;ABALTZISKETA;1;1;U;238;121;1;120;0;120;117;24;3;43;0;50;0;0;0
GIPUZKOA;2;ADUNA;1;1;U;249;170;0;170;4;166;79;24;1;70;0;64;5;2;0
GIPUZKOA;3;AIZARNAZABAL;1;1;U;407;277;2;275;6;269;130;51;5;150;0;57;0;6;0
GIPUZKOA;4;ALBIZTUR;1;1;U;238;113;0;113;5;108;125;42;5;24;0;37;0;0;0
GIPUZKOA;5;ALEGIA;1;1;A;791;521;3;518;8;510;270;117;17;190;0;157;11;18;0
GIPUZKOA;5;ALEGIA;1;1;B;578;350;1;349;2;347;228;66;10;113;0;127;11;20;0
GIPUZKOA;6;ALKIZA;1;1;U;220;86;0;86;2;84;134;23;1;26;1;32;1;0;0
GIPUZKOA;7;ALTZO;1;1;U;266;170;0;170;3;167;96;54;1;91;0;21;0;0;0
GIPUZKOA;8;AMEZKETA;1;1;U;851;407;0;407;3;404;444;111;22;170;0;90;3;7;1
GIPUZKOA;9;ANDOAIN;1;1;A;614;367;3;364;8;356;247;90;43;68;4;83;20;47;1
GIPUZKOA;9;ANDOAIN;1;1;B;513;301;4;297;4;293;212;68;25;57;0;62;27;51;3
GIPUZKOA;9;ANDOAIN;1;2;A;589;365;2;363;7;356;224;65;18;93;0;119;19;42;0
GIPUZKOA;9;ANDOAIN;1;2;B;469;306;1;305;4;301;163;52;16;117;1;73;13;29;0
GIPUZKOA;9;ANDOAIN;1;3;U;567;296;0;296;6;290;271;44;32;100;2;46;20;46;0
GIPUZKOA;9;ANDOAIN;1;4;A;591;309;3;306;7;299;282;60;26;94;1;40;16;61;1
GIPUZKOA;9;ANDOAIN;1;4;B;559;311;0;311;8;303;248;49;19;99;2;36;27;71;0
GIPUZKOA;9;ANDOAIN;1;5;A;696;383;0;383;4;379;313;49;31;67;0;43;51;138;0
GIPUZKOA;9;ANDOAIN;1;5;B;592;309;5;304;6;298;283;45;30;53;2;20;50;97;1
GIPUZKOA;9;ANDOAIN;1;6;A;939;490;1;489;17;472;449;79;54;92;2;47;65;131;2
GIPUZKOA;9;ANDOAIN;1;6;B;833;462;1;461;8;453;371;67;51;69;0;47;71;147;1
GIPUZKOA;9;ANDOAIN;1;7;A;695;409;3;406;10;396;286;84;37;92;3;45;38;96;1
GIPUZKOA;9;ANDOAIN;1;7;B;676;374;0;374;10;364;302;78;29;73;2;23;40;118;1
GIPUZKOA;9;ANDOAIN;1;8;U;539;281;0;281;4;277;258;66;7;96;0;80;14;14;0
GIPUZKOA;9;ANDOAIN;1;9;A;598;311;2;309;10;299;287;64;24;85;1;38;32;54;1
GIPUZKOA;9;ANDOAIN;1;9;B;485;245;0;245;3;242;240;33;28;90;0;19;26;46;0
GIPUZKOA;9;ANDOAIN;1;10;A;800;435;2;433;8;425;365;91;35;127;1;53;31;85;2
GIPUZKOA;9;ANDOAIN;1;10;B;640;332;2;330;3;327;308;49;33;76;1;55;32;80;1
GIPUZKOA;9;ANDOAIN;1;11;U;651;399;2;397;3;394;252;104;47;84;0;69;30;59;1
GIPUZKOA;10;ANOETA;1;1;A;752;436;2;434;8;426;316;77;26;162;1;97;15;48;0
GIPUZKOA;10;ANOETA;1;1;B;622;353;3;350;9;341;269;68;14;144;1;57;11;46;0
GIPUZKOA;11;ANTZUOLA;1;1;A;580;421;0;421;8;413;159;116;13;151;0;55;11;66;1
GIPUZKOA;11;ANTZUOLA;1;1;B;682;486;6;480;13;467;196;154;16;152;1;75;17;52;0
GIPUZKOA;11;ANTZUOLA;1;1;C;383;264;3;261;9;252;119;69;9;84;0;27;8;55;0
GIPUZKOA;12;ARAMA;1;1;U;131;87;0;87;1;86;44;26;3;34;0;22;0;1;0
GIPUZKOA;13;ARETXABALETA;1;1;A;729;515;1;514;8;506;214;141;24;147;1;88;29;76;0
GIPUZKOA;13;ARETXABALETA;1;1;B;661;452;4;448;8;440;209;116;22;107;6;83;25;81;0
GIPUZKOA;13;ARETXABALETA;1;2;A;962;645;1;644;10;634;317;178;50;187;2;111;23;83;0
GIPUZKOA;13;ARETXABALETA;1;2;B;715;475;9;466;9;457;240;121;38;127;0;60;40;69;2
GIPUZKOA;13;ARETXABALETA;1;3;A;781;534;7;527;5;522;247;114;14;179;0;99;18;98;0
GIPUZKOA;13;ARETXABALETA;1;3;B;590;391;2;389;2;387;199;88;19;112;0;74;21;72;1
GIPUZKOA;13;ARETXABALETA;1;4;U;512;290;1;289;4;285;222;84;4;125;0;39;6;26;1
GIPUZKOA;14;ASTEASU;1;1;A;472;223;0;223;1;222;249;43;7;82;0;71;8;11;0
GIPUZKOA;14;ASTEASU;1;1;B;496;271;0;271;5;266;225;33;8;129;0;77;11;8;0
GIPUZKOA;15;ATAUN;1;1;A;452;345;4;341;8;333;107;106;2;116;0;105;1;3;0
GIPUZKOA;15;ATAUN;1;1;B;442;299;1;298;3;295;143;75;1;126;0;90;1;2;0
GIPUZKOA;15;ATAUN;1;2;U;527;394;2;392;8;384;133;102;0;230;0;49;2;1;0
GIPUZKOA;16;AIA;1;1;U;821;427;6;421;4;417;394;195;7;125;2;83;4;1;0
GIPUZKOA;16;AIA;1;2;U;534;330;2;328;1;327;204;178;2;74;0;72;0;1;0
GIPUZKOA;17;AZKOITIA;1;1;A;640;405;4;401;9;392;235;191;18;72;0;55;14;40;2
GIPUZKOA;17;AZKOITIA;1;1;B;507;304;0;304;3;301;203;110;23;58;1;34;24;49;2
GIPUZKOA;17;AZKOITIA;1;2;U;933;634;3;631;9;622;299;279;74;98;1;88;21;59;2
GIPUZKOA;17;AZKOITIA;2;1;U;768;509;4;505;7;498;259;261;46;67;1;71;17;35;0
GIPUZKOA;17;AZKOITIA;2;2;A;881;512;4;508;9;499;369;198;31;130;0;52;23;65;0
GIPUZKOA;17;AZKOITIA;2;2;B;691;406;4;402;4;398;285;164;25;86;0;30;30;61;2
GIPUZKOA;17;AZKOITIA;3;1;A;689;415;1;414;11;403;274;178;39;68;0;53;19;46;0
GIPUZKOA;17;AZKOITIA;3;1;B;547;314;10;304;0;304;233;122;26;43;2;46;19;46;0
GIPUZKOA;17;AZKOITIA;3;2;A;668;446;6;440;6;434;222;214;47;57;0;63;13;38;2
GIPUZKOA;17;AZKOITIA;3;2;B;571;362;3;359;5;354;209;177;16;56;0;49;12;44;0
GIPUZKOA;17;AZKOITIA;3;3;U;705;458;6;452;14;438;247;232;24;84;0;57;9;32;0
GIPUZKOA;17;AZKOITIA;3;4;U;861;594;8;586;9;577;267;351;48;76;0;53;14;35;0
GIPUZKOA;18;AZPEITIA;1;1;U;784;496;1;495;4;491;288;149;36;94;0;180;10;22;0
GIPUZKOA;18;AZPEITIA;1;2;A;695;422;5;417;5;412;273;115;31;98;1;140;11;16;0
GIPUZKOA;18;AZPEITIA;1;2;B;378;230;2;228;4;224;148;70;14;59;0;72;3;6;0
GIPUZKOA;18;AZPEITIA;1;3;A;988;616;5;611;8;603;372;201;35;137;0;197;5;28;0
GIPUZKOA;18;AZPEITIA;1;3;B;554;363;2;361;4;357;191;137;18;73;0;99;7;22;1
GIPUZKOA;18;AZPEITIA;1;4;A;939;576;3;573;3;570;363;216;31;138;0;154;8;23;0
GIPUZKOA;18;AZPEITIA;1;4;B;604;392;0;392;10;382;212;139;14;74;1;124;10;20;0
GIPUZKOA;18;AZPEITIA;1;5;A;650;432;1;431;5;426;218;157;20;85;0;149;6;9;0
GIPUZKOA;18;AZPEITIA;1;5;B;480;341;0;341;5;336;139;135;36;44;0;108;5;8;0
GIPUZKOA;18;AZPEITIA;1;6;A;969;576;0;576;8;568;393;185;23;176;0;101;16;67;0
GIPUZKOA;18;AZPEITIA;1;6;B;713;374;1;373;9;364;339;125;21;72;0;67;14;64;1
GIPUZKOA;18;AZPEITIA;1;7;A;638;358;2;356;3;353;280;163;16;92;0;79;1;2;0
GIPUZKOA;18;AZPEITIA;1;7;B;445;265;0;265;1;264;180;131;16;53;0;61;2;0;1
GIPUZKOA;18;AZPEITIA;1;8;U;563;341;3;338;0;338;222;175;10;53;0;93;4;3;0
GIPUZKOA;18;AZPEITIA;1;9;A;617;378;3;375;9;366;239;125;30;95;0;81;13;22;0
GIPUZKOA;18;AZPEITIA;1;9;B;566;325;1;324;9;315;241;106;26;82;0;74;11;16;0
GIPUZKOA;19;BEASAIN;1;1;A;556;320;0;320;4;316;236;71;19;70;2;49;18;87;0
GIPUZKOA;19;BEASAIN;1;1;B;523;327;2;325;5;320;196;77;18;67;5;37;30;86;0
GIPUZKOA;19;BEASAIN;1;2;A;904;602;3;599;13;586;302;192;40;119;0;99;35;101;0
GIPUZKOA;19;BEASAIN;1;2;B;748;466;8;458;16;442;282;129;34;89;2;81;36;70;1
GIPUZKOA;19;BEASAIN;1;3;A;730;487;4;483;6;477;243;202;36;77;0;78;24;60;0
GIPUZKOA;19;BEASAIN;1;3;B;577;381;2;379;11;368;196;110;40;77;1;59;24;57;0
GIPUZKOA;19;BEASAIN;1;4;A;553;349;0;349;5;344;204;84;16;70;2;77;22;72;1
GIPUZKOA;19;BEASAIN;1;4;B;634;422;3;419;7;412;212;123;29;72;1;78;27;82;0
GIPUZKOA;19;BEASAIN;1;4;C;478;301;0;301;7;294;177;81;27;64;0;45;17;60;0
GIPUZKOA;19;BEASAIN;1;5;A;610;399;1;398;10;388;211;125;28;87;1;94;16;37;0
GIPUZKOA;19;BEASAIN;1;5;B;407;254;1;253;2;251;153;91;18;49;0;56;15;22;0
GIPUZKOA;19;BEASAIN;1;6;U;495;320;0;320;9;311;175;99;13;109;3;69;7;11;0
GIPUZKOA;19;BEASAIN;1;7;A;577;373;4;369;7;362;204;96;30;107;3;70;19;37;0
GIPUZKOA;19;BEASAIN;1;7;B;468;323;3;320;7;313;145;76;35;54;2;66;25;54;1
GIPUZKOA;19;BEASAIN;1;8;U;845;511;4;507;11;496;334;123;40;104;1;74;50;103;1
GIPUZKOA;19;BEASAIN;1;9;U;817;451;1;450;11;439;366;78;29;97;1;31;76;127;0
GIPUZKOA;20;BEIZAMA;1;1;U;155;104;0;104;0;104;51;49;0;44;0;10;0;1;0
GIPUZKOA;21;BELAUNTZA;1;1;U;238;152;1;151;0;151;86;25;1;86;0;23;10;6;0
GIPUZKOA;22;BERASTEGI;1;1;U;765;417;1;416;2;414;348;112;7;108;0;169;10;8;0
GIPUZKOA;23;BERROBI;1;1;U;487;237;0;237;1;236;250;58;13;98;0;47;4;15;1
GIPUZKOA;24;BIDEGOIAN;1;1;U;370;239;0;239;2;237;131;72;0;69;0;95;0;1;0
GIPUZKOA;25;ZEGAMA;1;1;A;697;477;4;473;5;468;220;57;13;188;0;197;3;10;0
GIPUZKOA;25;ZEGAMA;1;1;B;452;300;1;299;2;297;152;56;8;90;0;136;3;4;0
GIPUZKOA;26;ZERAIN;1;1;U;186;116;0;116;0;116;70;38;0;44;1;31;0;2;0
GIPUZKOA;27;ZESTOA;1;1;A;1016;746;12;734;9;725;270;248;20;246;0;179;14;17;1
GIPUZKOA;27;ZESTOA;1;1;B;713;490;4;486;6;480;223;152;6;146;0;134;14;28;0
GIPUZKOA;27;ZESTOA;1;2;A;370;257;2;255;2;253;113;70;3;76;1;62;5;36;0
GIPUZKOA;27;ZESTOA;1;2;B;257;164;0;164;1;163;93;38;3;88;1;31;0;2;0
GIPUZKOA;27;ZESTOA;1;2;C;403;271;1;270;2;268;132;70;3;87;0;107;0;1;0
GIPUZKOA;28;ZIZURKIL;1;1;U;1081;678;5;673;10;663;403;155;29;274;1;112;32;60;0
GIPUZKOA;28;ZIZURKIL;1;2;U;1040;566;2;564;10;554;474;117;48;126;0;80;40;143;0
GIPUZKOA;29;DEBA;1;1;A;717;464;6;458;12;446;253;149;30;91;0;127;20;29;0
GIPUZKOA;29;DEBA;1;1;B;496;315;0;315;5;310;181;87;28;60;1;82;10;41;1
GIPUZKOA;29;DEBA;1;2;A;643;410;2;408;14;394;233;111;19;111;0;80;22;51;0
GIPUZKOA;29;DEBA;1;2;B;450;279;4;275;11;264;171;57;7;74;0;59;15;52;0
GIPUZKOA;29;DEBA;1;3;U;944;615;5;610;10;600;329;188;39;137;0;146;22;66;2
GIPUZKOA;29;DEBA;2;1;U;787;472;3;469;5;464;315;131;5;164;0;154;7;3;0
GIPUZKOA;30;EIBAR;1;1;A;649;426;0;426;7;419;223;132;53;57;0;63;26;88;0
GIPUZKOA;30;EIBAR;1;1;B;563;351;2;349;3;346;212;107;50;51;1;57;16;64;0
GIPUZKOA;30;EIBAR;1;2;A;861;499;2;497;7;490;362;140;61;102;0;73;24;90;0
GIPUZKOA;30;EIBAR;1;2;B;599;351;1;350;13;337;248;90;48;63;1;54;17;63;1
GIPUZKOA;30;EIBAR;1;3;A;646;418;0;418;9;409;228;147;54;81;1;54;18;53;1
